GPA_S1,Hopeless/unmotivated,Sleep_hrs,LAB_AVG,Programme prepares for career,Concentration in self-study,Adequate supervision,CA_AVG,Financial_diff,Employment_hrs,Can improve performance,Self-motivates,Sense of belonging,Manages time effectively,Early intervention provided,Persists when difficult,Peer study groups effective,Anxious about assessments,Takes rest breaks,Seeks help when stuck,Regular exercise,Participates in class,Considered break,Age_group,Understands content pre-exam,CLIN_AVG,Takes organised notes,Physical health affected,ATT_RATE,Lecturers approachable,Sets academic goals,Study_hrs_day,Completes readings,EXAM_AVG,Confident in clinical skills,Prepared for clinical assess,Rotations affect performance,Self_risk_percep,Schedule conflicts,Gender,Sleep difficulty,Year_study,ASSIGN_LATE,Health interferes studies,Sleep affects concentration,Feels prepared,Emotionally supported
2.348829531522144,3,5,0.8754919466939586,3,3,4,0.8727395961047015,4,0,4,2,5,3,4,5,3,3,5,2,4,3,3,1,1,0.6978456381342265,4,1,0.745292617119464,3,5,2,5,0.6047073828805359,1,4,3,1,3,1,5,300,2,2,4,3,1
2.4007605223024635,3,1,0.9987324628292272,2,4,4,0.8997464925658455,2,0,2,1,3,2,2,1,2,2,1,2,3,4,5,1,5,0.7902535074341546,2,3,0.7867044033559906,2,4,5,2,0.8994929851316908,2,2,1,1,4,0,1,300,1,4,4,4,4
3.5732767146420263,5,2,0.7641086743854283,4,3,3,0.8862648414677925,4,0,2,3,4,2,5,4,2,5,2,2,3,3,3,3,2,0.758505936587117,2,5,0.8862648414677925,2,2,2,2,0.7573853890274548,3,5,3,1,4,0,3,300,1,1,2,2,3
1.5331215903590236,5,1,0.8029627831282912,2,3,1,0.9753970180768308,0,0,2,2,2,4,3,3,3,3,2,1,3,2,2,2,4,0.7801588072307324,3,3,0.9414813915641456,2,2,3,2,0.6732803975897559,3,2,4,1,4,0,5,300,2,2,5,2,2
2.694872777706235,5,2,0.7412818055734411,5,5,1,0.6392689086202902,2,0,3,3,5,2,5,2,5,5,2,4,4,5,5,2,5,0.7917584523656219,2,5,0.6969597420609369,5,2,5,5,0.7917584523656219,5,5,5,2,5,1,2,200,1,5,2,4,5
2.630895294441427,4,5,0.7972534122179977,2,1,5,0.8863884700054314,2,0,5,3,3,1,2,2,1,1,2,1,3,3,4,1,3,0.8940895294441427,3,3,0.754059177215282,2,4,3,2,0.7531942350027158,2,2,3,2,4,0,2,300,1,4,4,3,4
1.74,3,1,0.8309376247922069,2,2,1,0.9636081927851224,1,0,1,2,1,5,3,3,2,3,4,2,3,1,2,3,3,0.8107953184085015,3,3,0.8892046815914986,2,1,2,2,0.9248011703978748,4,2,2,1,4,0,3,200,1,2,2,4,1
2.249049407013024,3,2,0.9331287408534218,5,2,5,0.809049407013024,1,1,2,3,2,5,4,2,2,2,3,1,3,3,4,1,3,0.6203368155472412,4,4,0.8878218521335544,2,4,4,3,0.7562574817068435,3,2,3,2,3,1,4,300,1,3,3,3,3
2.6174684232386025,4,5,0.7524927130550622,2,2,3,0.8125218608348136,2,0,5,3,2,2,2,2,2,2,4,3,5,3,4,3,2,0.7674781391651865,3,4,0.9224927130550622,3,2,3,3,0.9424538493487268,3,3,2,2,3,0,4,300,1,4,3,3,4
1.6904149331176732,5,1,0.7039381331764897,3,2,1,0.835077333529388,0,0,3,2,4,2,3,5,3,2,3,2,1,2,1,3,2,0.8513994664117956,3,4,0.812538666764694,2,4,2,2,0.7647679994118362,3,2,4,3,4,0,5,300,1,2,2,2,1
2.8786272660860117,2,3,0.6914595922700062,2,5,2,0.7470808154599875,1,0,5,2,5,1,4,2,2,4,5,3,5,3,4,2,5,0.6185404077299937,4,5,0.9928540407729992,3,4,3,2,0.6986706952640199,2,3,4,2,5,0,3,300,1,4,4,2,5
3.8222335540420143,5,3,0.82,1,3,1,0.9762138163702412,0,1,2,4,4,2,2,4,3,2,4,2,3,3,2,3,4,0.9022335540420144,2,2,0.7481546033549218,3,2,2,1,0.9273782885610496,5,1,3,1,4,0,4,300,1,4,2,1,3
1.8155986779389188,5,1,0.879595372786216,1,2,1,0.9440132206108114,2,0,2,4,2,2,3,4,2,3,4,2,3,2,3,3,4,0.9692072713359464,2,4,0.8656152037024332,2,2,3,2,0.6911973558778377,4,2,3,1,4,0,1,300,2,3,4,2,2
2.186389222453056,4,3,0.9454865280663194,5,2,2,0.7477432640331597,1,2,2,3,2,2,2,2,2,3,4,3,4,3,1,1,1,0.7286459584198958,3,3,0.9272919168397916,1,2,2,3,0.7994782910607292,1,2,3,2,2,0,2,300,2,2,4,3,3
2.81,4,3,0.5526210308330424,1,3,1,0.7202837091599733,1,0,3,3,5,3,5,2,3,5,4,4,4,3,5,2,5,0.6952420616660846,3,5,0.89,5,3,3,3,0.7004841233321693,3,5,4,2,5,0,3,200,1,4,5,3,4
2.64543540525114,3,5,0.8176095673515961,2,1,5,0.8602162705479479,2,0,5,3,2,1,3,2,1,1,2,1,3,3,4,1,3,0.895543540525114,3,3,0.7875014320776221,3,4,4,2,0.7401081352739739,2,2,4,1,4,0,2,300,1,4,4,3,4
1.728461356709214,5,1,0.8832967552259389,3,3,1,0.9417581119351528,0,0,2,2,2,4,3,4,3,2,3,3,3,2,2,2,2,0.895164601483275,3,3,0.9571795477635954,2,2,3,2,0.6838827925376565,2,2,4,1,4,0,5,300,2,2,5,2,2
2.553215997502888,3,1,0.9006279956300547,3,2,4,0.7303520074913349,0,0,2,2,3,2,4,2,2,2,3,2,2,4,2,2,4,0.7883920012485558,4,5,0.7976879862658862,2,1,5,2,0.9664319950057768,2,2,1,1,4,0,2,300,1,4,3,4,2
3.105317661469838,3,3,0.7697277187401389,3,2,3,0.7601815208399074,0,1,4,1,2,2,3,3,2,5,3,2,4,1,4,2,4,0.8181580130446644,5,5,0.6147730989501157,2,1,5,3,0.7850453802099768,4,2,4,1,2,0,3,200,1,3,3,4,2
3.3501638249888237,5,2,0.8877986339325631,1,3,3,0.7544027321348739,4,0,2,3,4,2,5,2,3,5,3,1,3,3,3,3,2,0.7093208196404621,2,5,0.8255972678651262,3,2,2,2,0.7611945357302523,3,1,4,1,4,0,3,300,1,1,2,2,2
1.6,5,1,0.8442153889535631,3,3,1,0.7287446223257009,0,0,2,2,2,4,3,1,3,3,2,4,3,2,2,1,2,0.8133630721510806,3,3,0.8484307779071262,2,2,3,2,0.5839015445349883,2,2,3,1,4,0,5,300,1,2,5,2,2
2.774962278979585,3,5,0.9388485209096196,2,4,1,0.9989924557959172,0,0,3,2,1,2,3,3,4,5,1,3,4,4,3,1,2,0.6817272186355707,3,1,1.0,3,2,3,2,0.9310075442040828,4,2,2,0,4,0,5,300,1,4,3,3,2
2.7865178207847925,5,1,0.8841963679746542,3,2,2,0.8656247454935476,0,0,4,4,2,4,3,2,2,2,4,2,3,2,4,3,2,0.8981250848354841,3,2,0.7783927359493084,2,4,5,3,0.7958036320253459,4,3,4,3,2,1,2,300,1,2,2,3,2
2.424019656537172,5,2,0.9253997357978248,2,2,2,0.6381598943191299,2,1,2,2,2,2,2,2,2,3,2,2,4,4,5,2,2,0.5950602906223927,2,1,0.7472398414786948,3,4,2,2,0.8441402377819577,2,2,3,2,3,1,2,300,2,2,4,3,2
3.243301191049222,2,5,0.915927119768103,2,3,2,0.6875562718608618,2,0,5,4,1,3,4,4,3,2,2,1,3,3,3,1,2,0.6904072880231896,4,3,0.89,3,2,1,4,0.8944801682550867,3,3,3,1,4,1,4,300,1,4,2,3,1
2.8268736934417613,4,1,0.8041006642412107,2,2,3,0.6242184233604403,1,2,2,2,5,2,3,2,3,4,4,3,5,3,4,3,2,0.7072269707994496,3,4,0.9058993357587892,4,2,2,3,1.0,1,4,2,2,3,0,4,300,1,4,3,5,1
2.33,3,5,0.6729757993735933,3,3,4,0.89,1,0,4,2,5,2,4,5,3,3,5,2,4,3,3,1,1,0.8307315718760047,4,5,0.7148171070309988,3,5,2,2,0.6633292073442021,1,4,3,2,3,1,5,300,2,2,4,3,1
2.749483476581746,3,1,0.924132187346028,2,5,4,0.6905165234182535,2,0,5,4,3,2,2,2,5,1,2,1,3,1,4,3,4,0.9284504297452396,4,2,0.69,2,4,3,2,0.8137086914543663,2,2,3,1,4,1,2,300,1,2,2,2,1
2.71945482626329,3,1,0.9863032175088596,2,5,4,0.7097834160651001,0,0,5,4,3,2,2,2,5,1,2,2,3,1,2,3,4,0.8902165839348999,4,2,0.6880433167869799,2,4,3,2,0.8027184408846302,2,2,3,2,4,1,2,300,1,1,2,3,2
2.6079344437091088,3,5,0.9006707299906533,2,4,1,0.9655868887418216,1,0,3,2,1,2,3,3,1,3,1,2,4,4,3,1,3,0.73899390501402,3,1,1.0,3,2,3,2,0.9644131112581784,2,2,2,0,4,0,5,300,1,4,3,3,2
2.9068569760453604,3,0,0.8884486697985264,3,2,2,0.7894694354156113,0,0,5,4,2,4,4,2,2,2,4,1,4,2,4,2,2,0.6952652822921943,4,4,0.7236735885390283,3,1,3,2,0.7953056458438869,3,3,3,2,2,1,3,300,1,3,3,3,3
1.909215775610798,5,1,0.8434640373982003,1,2,3,1.0,0,0,2,2,2,3,4,2,2,2,3,2,2,3,4,1,2,0.9669280747964004,4,3,0.7315684487784037,2,2,2,2,0.6138561495928012,2,2,4,0,4,0,1,300,2,4,2,2,2
1.8583074175381011,5,3,0.952645934030481,1,2,2,0.8509533515685824,0,0,2,2,2,2,3,4,2,3,2,2,2,2,2,3,3,0.7597858793247338,2,4,0.6943385164923797,2,2,3,2,0.6520621979085568,2,2,3,1,2,0,3,200,1,4,4,2,2
2.640523342960919,3,5,0.90811962124821,2,1,1,0.972104668592184,1,0,3,3,1,2,3,3,4,5,1,2,4,4,3,1,3,0.7278205681276848,3,1,1.0,3,2,1,2,0.957895331407816,4,2,2,0,4,0,5,300,1,4,3,3,2
1.3876224852921677,1,2,0.889146982350601,2,2,1,0.8576224852921676,0,0,2,1,1,2,3,3,2,2,2,2,1,1,1,3,3,0.659146982350601,2,2,0.9577435107857438,2,1,3,2,0.8961585009805222,2,2,1,2,4,0,1,200,1,2,2,2,1
1.4179659206474995,5,1,0.9781056190520586,3,3,1,0.9317546825433822,0,0,1,2,1,4,3,3,3,3,3,3,3,1,1,2,3,0.8174378253872063,3,3,0.8717546825433822,2,3,3,2,0.7294412063817632,3,1,4,1,4,0,5,200,2,2,4,2,1
1.744077360879484,1,1,0.7486077618566884,2,2,4,0.7904530400977204,1,0,2,3,1,2,3,2,2,3,2,2,2,1,4,3,3,0.9090939198045592,2,2,0.7859226391205161,2,2,3,2,0.891845278241032,2,2,4,1,2,0,3,200,1,4,2,4,2
2.627461261462647,3,5,0.792445766047706,2,1,5,0.8925697293672352,2,0,5,3,2,1,2,2,1,1,2,1,3,3,4,1,2,0.8937461261462647,3,2,0.7461609013640884,2,4,4,2,0.7562848646836176,2,2,4,1,4,0,2,300,1,4,4,3,4
1.74,3,1,0.781155409271434,2,2,1,0.8685694177000104,0,0,1,2,1,5,3,3,2,3,4,2,3,1,2,3,3,0.8651031898857084,3,4,0.8348968101142916,2,4,2,2,0.911224202528573,4,2,2,3,4,0,3,200,2,2,2,4,1
2.449560923798788,3,2,0.8001254503432035,5,2,1,0.9698745496567964,0,0,1,3,1,3,2,3,2,2,2,2,1,3,3,1,3,0.7251568129290044,2,4,0.8403136258580088,1,1,2,3,0.7452822632722079,4,2,2,1,4,0,2,200,1,1,2,2,2
2.9230987587603208,5,1,0.845831828586102,2,2,1,0.8071755079405839,2,0,4,4,2,2,2,5,2,2,5,5,4,4,3,3,2,0.695740406352467,2,4,0.724168171413898,3,1,1,3,0.7043510158811678,3,3,4,3,2,1,4,300,1,3,3,3,2
2.4532382615961463,3,5,0.6368261273676211,4,2,1,0.6358693631618945,2,4,2,1,3,2,2,2,3,5,2,1,2,3,5,1,3,0.6970653184190527,2,3,0.6834130636838106,3,3,2,5,0.6777828915733477,1,2,1,2,2,1,2,300,2,2,2,1,3
2.503258688541629,3,1,0.8302239343751142,3,2,3,0.9062934427081428,0,2,4,2,3,2,4,4,2,2,2,2,2,4,4,1,3,0.6665173770832572,4,5,0.79,2,1,5,2,0.7753359015626714,4,2,3,1,4,1,2,300,1,3,1,4,4
2.8901203753639395,3,1,0.8492943125259956,2,4,4,0.6056454997920344,2,0,4,3,2,3,3,2,3,5,4,2,3,4,3,2,4,0.9042341248440258,3,4,0.69,2,1,2,3,0.9887090004159312,4,1,5,1,3,0,2,300,1,2,2,1,1
2.2971516144358737,3,3,0.7642419278206316,2,4,2,0.8321822649614317,1,0,1,3,3,1,3,2,4,3,1,1,4,3,4,1,3,0.8470903133847579,3,3,0.7578177350385684,3,4,2,3,0.8971516144358737,1,4,1,1,3,0,2,300,2,2,4,3,4
3.019469773789168,3,3,0.8307953393162486,3,3,1,0.7681442082620865,0,0,4,2,2,4,2,3,2,5,1,4,4,4,3,1,2,0.687613982051254,2,4,0.8944326247862594,3,1,1,2,0.993902398575427,3,2,3,3,2,0,3,200,1,3,3,3,3
2.919288779063673,1,3,0.9202930697528156,3,2,1,0.7904181511835112,1,0,3,4,2,2,4,2,2,2,3,1,2,2,3,2,2,0.7372801976853883,4,5,0.6414224418726536,3,1,2,2,0.9585775581273464,3,2,4,1,2,1,3,300,1,3,3,3,2
3.0074483506992413,3,3,0.8978851893272344,3,3,2,0.6882069072427487,1,0,3,3,5,2,3,2,3,5,3,3,4,3,5,1,2,0.8310345362137436,3,4,0.89,3,2,2,3,0.6617930927572513,2,3,2,2,5,0,3,200,1,4,3,3,3
2.52,3,2,0.9066043191326932,5,2,1,0.9266978404336532,0,0,1,3,1,3,2,3,2,2,3,2,1,3,3,1,3,0.6942452582212412,2,4,0.8878306102388994,1,1,2,3,0.7115094835575175,4,2,4,1,3,0,2,200,1,1,2,2,2
2.1864509778619565,2,2,0.9689464059034782,2,2,3,0.745064706641413,2,0,2,5,2,1,3,2,2,3,3,2,2,3,3,0,3,0.6838816992620652,1,1,0.6204620904068479,2,3,2,3,0.7737522859792392,3,2,3,2,2,0,3,300,2,3,2,3,2
2.8821644109221176,3,3,0.916493232766353,2,3,3,0.6492986465532706,2,0,4,2,1,3,3,3,3,5,2,5,2,2,4,1,2,0.8286576436884706,3,4,0.9543288218442352,2,2,3,1,0.9549698247090354,1,4,5,1,3,1,3,200,1,3,3,3,1
3.030019306282036,2,3,0.7904078179540668,3,2,3,0.697514479711527,0,0,4,1,2,2,5,3,2,5,3,2,4,1,4,2,4,0.8945825289049152,3,5,0.6358252890491516,2,1,5,3,0.8862331070032186,4,2,4,1,2,0,3,200,1,3,3,2,2
2.543631496320522,3,5,0.8690876642136813,2,2,5,0.8499821531752472,1,0,2,1,3,4,2,2,2,1,2,2,3,3,3,1,3,0.7545616789315935,4,1,0.774508138457335,1,4,3,2,0.92,2,2,3,2,4,0,4,300,1,2,2,3,2
2.373512111473409,3,2,0.9217560557367044,2,4,3,0.7017070382446949,2,0,2,3,3,5,3,2,4,3,2,3,4,3,2,4,4,0.6964388710345821,2,3,0.697658592351061,5,4,2,3,0.8894146480877653,2,1,2,2,3,0,2,300,2,3,4,3,2
2.842084604329884,3,1,0.7544410551203097,2,2,3,1.0,2,0,1,3,2,3,2,2,2,2,3,3,5,3,3,1,2,0.914555894487969,2,2,0.9447492374020696,4,2,2,3,0.8780302350377754,2,3,2,2,3,0,4,300,1,4,2,2,1
2.80358330266163,2,3,0.8841785845735871,3,2,3,0.8857309620206306,0,0,4,1,2,2,5,3,2,5,3,2,4,4,4,2,4,0.89,3,5,0.7822381127647828,2,1,5,3,0.79,4,2,4,1,2,0,3,200,1,3,3,4,2
2.9113579229652724,3,3,0.9567490898738488,3,3,1,0.670411429384833,2,0,4,2,2,4,4,3,2,3,1,4,4,4,3,1,3,0.8801236348107734,2,4,0.9814815577760456,3,1,2,2,0.9366254550630756,3,2,3,3,2,0,3,200,1,3,3,3,4
2.81,4,3,0.6165689858283608,3,3,2,0.6952424042620734,1,0,3,3,5,2,3,2,3,5,3,3,4,3,5,1,2,0.6919579113478929,3,4,0.89,3,2,2,3,0.7095791134789297,2,4,2,2,5,0,3,200,1,4,3,3,3
2.5215020032713014,5,2,0.774046900798712,5,5,1,0.378148715481341,2,0,3,5,5,2,5,5,5,5,2,4,4,5,5,2,5,0.7472255479649934,2,5,0.703872260175033,3,2,5,5,0.7486127739824967,5,5,5,2,5,1,2,200,1,5,2,4,5
