GPA_S1,CA_AVG,EXAM_AVG,CLIN_AVG,LAB_AVG,ATT_RATE,ASSIGN_LATE,Age_group,Gender,Year_study,SES,Financial_diff,Employment_hrs,Study_hrs_day,Sleep_hrs,Self_risk_percep,Reviews notes within 24h,Understands content pre-exam,Seeks help when stuck,Uses library regularly,Completes readings,Takes organised notes,Concentration in self-study,Participates in class,Clinical takes study time,Prepared for clinical assess,Rotations affect performance,Adequate supervision,Schedule conflicts,Confident in clinical skills,Anxious about assessments,Sleep difficulty,Burnt out,Hopeless/unmotivated,Physical health affected,Considered break,Emotionally supported,Lecturers approachable,Sleep affects concentration,Regular exercise,Balanced diet,Health interferes studies,Takes rest breaks,Sense of belonging,Participates in clubs,Adequate advisory support,Concerns taken seriously,Early intervention provided,Peer study groups effective,Knows where to get help,Programme prepares for career,Confident to complete prog,Can improve performance,Sets academic goals,Persists when difficult,Manages time effectively,Self-motivates,Feels prepared
2.33,0.89,0.6084307291045283,0.7087349535656184,0.8437710650081341,0.7453162616085953,1,1,1,300,2,1,0,2,5,1,3,1,1,5,5,4,4,1,2,3,2,3,4,1,3,4,2,1,2,3,4,2,1,3,2,2,4,4,1,5,5,4,4,1,2,4,2,4,2,2,3,3
2.4105359896748304,0.8608974766730754,0.6632284196940567,0.922062948183566,0.8652913678776226,0.8164568393881133,1,0,0,300,2,2,0,3,3,1,3,4,1,2,1,3,4,3,2,2,3,5,3,2,1,2,2,2,2,2,2,2,2,4,3,1,2,3,1,2,1,3,4,3,2,3,5,3,4,3,3,3
2.931824284121807,0.7185641657377208,0.7722127339813348,0.807567621170924,0.8961317869086447,0.9220439289695482,1,1,0,300,4,0,1,1,4,3,2,2,4,4,4,3,2,1,1,1,3,4,1,3,3,5,2,2,3,1,3,1,2,1,2,4,2,1,4,4,4,3,2,1,1,2,4,4,3,1,4,2
2.0019948216895416,0.8290025891552291,0.5975601035662091,0.7429564787488885,0.9456010356620916,0.6680409320958824,1,1,0,300,1,2,0,2,3,2,2,3,4,1,1,3,2,4,2,4,3,3,2,2,2,2,1,1,2,3,2,2,3,2,2,4,2,2,4,1,2,3,2,4,2,1,2,2,1,4,1,2
1.615612162468367,0.5051279945970353,0.9191903166425734,0.8846021109504891,0.4821452503613995,0.7051279945970352,1,1,0,300,2,0,0,2,1,2,3,1,3,1,3,3,3,3,1,4,3,2,1,3,3,3,2,2,2,2,3,3,1,4,3,2,2,3,3,2,3,3,3,3,1,3,3,4,3,4,3,4
2.5237962514332817,0.719654886233338,0.79,0.8331733868066508,0.980345113766662,0.7843434539200225,1,1,0,300,2,1,0,3,2,3,2,3,1,2,3,2,2,4,4,1,3,2,1,2,2,3,4,4,2,4,3,3,2,3,4,1,3,3,1,2,3,2,2,4,4,3,2,2,1,4,2,2
2.041989329761581,0.816193016723433,0.7205111545163485,0.9127274488283381,0.9553976722411442,0.7115906889645773,2,1,0,200,2,2,1,3,1,1,1,1,1,1,1,1,1,2,2,2,3,1,3,1,3,3,3,5,3,4,3,2,4,3,2,2,4,1,2,2,2,2,1,2,1,1,1,1,1,1,2,1
3.352204467217345,0.8451618839793704,0.9225391114594252,0.8305747511403011,0.8863950473204927,0.8225391114594252,1,1,0,300,2,1,0,4,2,3,2,4,2,2,4,3,2,4,3,2,4,2,1,3,1,3,3,3,2,3,1,3,2,2,4,1,2,2,2,2,4,3,2,4,3,3,3,2,1,3,2,2
2.2327830081958218,0.6707783044687528,0.8602594348229176,0.8146226435750022,0.9148584867791626,0.6310377392916703,1,1,0,300,2,1,1,1,1,2,3,2,2,3,3,2,2,2,3,3,2,2,3,3,2,1,2,2,3,2,2,2,2,3,3,3,3,3,2,3,3,3,2,2,3,2,3,2,3,2,3,3
2.872336535963756,0.7049208872068442,0.7905274186210384,0.8441825011373905,0.7608438697936615,0.7397890325515846,2,1,0,300,1,2,0,2,1,2,2,2,3,3,2,3,3,3,2,2,2,2,3,4,2,1,1,5,1,1,1,3,2,4,1,2,4,3,3,3,2,3,3,3,2,4,1,2,2,1,2,2
2.367307116538791,0.661154805768682,0.7169288346120922,0.8265305926968072,0.9165405726911005,0.7184669123046195,1,1,0,200,3,1,1,3,2,2,3,3,2,2,1,2,2,2,2,2,3,3,2,2,2,2,1,3,1,3,2,2,3,2,3,4,3,2,2,1,2,2,2,3,2,3,2,3,2,3,1,3
2.707156723651168,0.7979180994106431,0.8477553081456591,0.7985035387637728,0.8144762385673204,0.7407482306181136,1,1,0,300,3,0,0,3,4,1,2,2,2,1,2,2,4,2,2,2,2,1,2,4,3,2,4,2,3,4,2,1,3,1,1,4,5,3,2,1,2,2,4,2,2,2,4,1,3,3,1,2
2.751100277431986,0.7210010274375894,0.7278097195119217,0.7278097195119217,0.8163329908541369,0.9463329908541369,1,3,0,200,2,1,0,2,3,2,3,4,3,1,2,2,2,3,5,3,4,2,5,2,4,3,4,4,5,4,2,3,3,3,3,4,3,4,3,4,4,4,2,3,1,1,2,2,1,2,2,1
2.196487350096026,0.8461639865101462,0.9555923384418409,0.8949793096264645,0.7822038307790796,0.834490423052301,1,3,0,200,2,2,1,3,1,2,4,3,3,4,2,3,2,1,1,1,2,4,1,4,4,3,1,3,2,4,2,2,2,3,2,2,2,1,3,4,2,3,2,1,1,3,4,4,2,2,3,4
2.8403056880378523,0.7334995928826887,0.8848833313992491,0.7770394323566653,0.8412308944976342,0.8157682912677433,2,1,1,200,2,2,0,1,3,3,3,2,3,2,3,3,2,1,2,2,3,3,2,3,4,4,1,3,2,3,2,1,3,2,3,4,3,1,3,2,4,3,2,1,2,3,2,2,2,1,1,3
2.677842016784273,0.5938905546290326,0.9948936470493946,0.7495136806713709,0.7158358319435489,0.9982978823497982,1,1,1,300,2,1,1,3,1,3,2,1,3,3,1,2,3,3,5,2,4,2,4,3,4,4,3,3,3,1,1,4,1,2,2,1,4,2,3,3,1,2,3,3,5,2,2,3,3,4,2,2
1.9478423224337482,0.7645472295907167,0.911368073976792,0.7418110816371328,0.9255491821405053,0.7709055408185664,1,1,0,300,2,2,0,3,2,2,3,3,1,4,1,4,1,3,2,2,2,5,1,3,2,1,4,2,4,3,3,1,4,2,2,2,3,4,1,4,1,4,1,3,2,3,2,3,2,1,3,3
1.9375196891730753,0.9645778641185903,0.7189643494695508,0.9876022524415066,0.8139512233541673,0.9246866796177886,1,0,0,200,1,2,0,2,1,2,2,2,2,2,2,2,2,2,3,2,3,2,3,2,2,4,4,4,4,4,2,2,3,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2.0151294352317803,0.8957100602446995,0.9797559186799909,0.8652366867482332,0.7707174548164755,0.8780917168705829,2,1,0,300,2,1,0,3,1,3,3,2,3,5,2,4,2,1,2,2,3,4,1,3,4,3,1,3,2,3,2,2,2,3,2,2,2,1,3,5,2,4,2,1,2,4,4,4,3,2,2,3
2.3795392857700257,0.6423035711498707,0.6038214268992237,0.9857178588708021,0.8723035711498707,0.6046071422997412,1,1,0,300,1,2,1,2,2,1,3,2,3,2,1,3,2,2,2,2,3,2,3,2,2,2,1,3,1,2,1,2,3,2,2,3,3,2,3,1,3,3,2,3,2,3,2,3,2,1,1,3
1.755513209741087,0.9574321951102243,0.7012839024448879,0.9906350829242494,0.8719189853691371,0.9095674536529077,1,1,0,200,2,2,0,2,1,2,2,2,2,2,2,2,2,2,4,2,4,2,4,2,2,4,4,4,4,4,2,2,4,1,1,4,2,2,1,2,2,2,2,2,2,2,1,1,2,1,2,2
2.270888909821189,0.8,0.8459682599489111,0.83331428302299,0.8859111090178812,0.6811047610076634,1,1,0,200,1,4,0,3,1,1,2,2,2,1,2,3,3,1,3,2,3,4,3,2,1,2,2,2,3,2,1,2,2,2,3,3,3,3,3,2,2,2,2,2,1,1,2,1,2,1,1,2
2.1812833300660732,0.571391095487598,0.7724730586446188,0.7326276248099074,0.6549461172892376,0.6946369849586602,1,1,0,200,2,3,0,2,3,2,4,3,3,4,3,2,3,1,3,2,3,2,2,1,3,3,2,3,4,4,3,2,1,3,4,2,4,3,4,2,4,2,2,1,1,2,2,2,3,1,2,3
2.1547698919548304,0.7978849581153502,0.7656283112798267,0.9928318562587726,0.8564513293671047,0.9885309700140361,1,3,1,300,2,2,0,1,1,2,2,3,2,2,2,2,1,2,1,3,4,1,3,3,3,1,3,5,3,2,5,3,3,3,1,2,2,3,2,2,2,2,1,2,1,3,4,2,4,2,3,2
2.1274797909639362,0.575501281574523,0.6857723777524029,0.7628455244495195,0.7343360607187491,0.7542276222475971,1,2,1,200,2,0,2,2,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,3,5,4,4,5,5,4,3,5,4,5,4,4,3,4,4,3,4,4
2.5209968011417905,0.8006669036191266,0.8949982228565505,0.918996090284411,0.611003909715589,0.8993330963808734,1,3,0,300,2,2,0,2,1,2,2,2,2,2,3,2,2,3,2,3,1,3,2,2,3,3,3,3,4,3,3,4,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2.7765393915230234,0.8863619977089253,0.7903638002291075,0.8903638002291074,0.8849067967924954,0.7954570034366121,1,1,1,300,2,1,1,5,4,1,4,3,1,4,1,4,2,3,3,2,3,3,3,2,2,3,2,4,4,3,1,2,3,2,2,3,2,3,1,4,1,4,2,3,3,5,2,1,3,2,5,4
2.4214699054453264,0.7914699054453265,0.829398108906528,0.855902836640208,0.78674763613316,0.9047222693121664,2,1,1,300,2,1,0,4,2,2,3,2,1,4,1,4,2,3,2,2,3,5,4,2,2,1,1,3,3,3,1,2,3,3,2,3,2,3,1,4,1,4,2,3,2,4,2,4,3,2,4,3
2.9637248463210555,0.6917779556827834,0.8804987991412119,0.8447787562553088,0.846942887775645,0.7941110221586083,2,1,1,300,1,1,0,2,2,2,1,1,5,1,2,1,3,4,2,3,4,3,3,1,4,1,1,3,2,1,1,2,2,3,2,1,4,1,5,1,2,1,3,4,2,3,1,1,4,3,2,1
2.0055293185805776,0.823788272567769,0.6731685684343658,0.8406824088516535,0.9684470681419423,0.8439136820042695,1,1,0,300,2,1,0,4,3,1,2,3,1,3,2,2,2,2,5,2,3,1,3,1,3,2,3,4,3,2,2,3,4,3,2,3,3,2,1,3,2,2,2,2,5,3,2,2,2,4,2,2
2.4553067658421344,0.6444658998544943,0.80873870101854,0.6033976995634829,0.8853410014550571,0.73957956700618,2,1,0,300,1,2,2,2,3,2,2,1,2,2,1,1,1,1,2,2,2,1,1,1,3,3,3,2,1,1,2,2,2,1,2,1,2,1,2,2,1,2,1,1,2,2,2,2,1,1,1,1
2.407815459639061,0.8380926185046795,0.7407075208250044,0.7763384401031256,0.8780306406187532,0.6378154596390606,1,1,0,300,3,1,2,3,1,3,3,4,2,4,3,2,3,3,3,2,4,3,3,3,3,2,3,2,2,2,1,2,2,2,3,3,2,4,2,3,3,3,3,3,3,3,4,2,2,3,3,3
2.8123724661267286,0.8,0.7289833317378013,0.7086442021354702,0.8267797098674436,0.7364405802651126,1,1,0,300,1,2,0,3,1,3,1,2,4,3,2,4,2,2,2,2,4,4,2,3,1,2,3,1,3,3,1,2,2,2,3,2,4,2,4,3,2,3,2,2,2,3,2,1,2,1,3,1
3.0228475076412438,0.7275037222591629,0.9069282651162536,0.7132959621262495,0.899775772757497,0.7481764039866721,2,1,1,200,2,2,0,2,4,2,1,3,3,1,3,2,2,3,2,3,1,3,2,3,2,4,3,2,4,3,1,3,2,5,2,1,3,2,3,1,3,2,2,3,2,3,5,3,3,3,3,1
2.4357605826143955,0.6963845225839218,0.8772309548321562,0.6919153567751766,0.9168077387080391,0.7057460703255297,1,0,0,300,1,1,1,1,2,2,3,2,2,3,3,2,3,3,2,2,2,1,3,4,2,2,1,5,1,1,1,3,4,4,1,3,4,2,2,3,3,2,3,3,2,4,2,2,2,1,3,3
2.8088089390024917,0.6630397020332504,0.838808939002492,0.8331265552684941,0.8666501308694908,0.8957692369692416,2,3,0,300,1,2,1,2,4,2,3,2,3,1,1,1,2,1,2,2,2,2,2,1,3,4,2,3,3,3,3,1,1,2,2,2,2,2,3,2,3,3,2,1,2,2,3,2,3,1,1,2
2.8658920478883827,0.7798085638125111,0.8329938829910635,0.8289816489731905,0.9200957180937445,0.7954134574196603,1,1,0,300,1,1,1,3,0,2,2,1,3,3,1,2,4,2,3,4,2,2,3,1,3,2,3,3,3,3,2,3,2,4,1,3,3,4,3,3,1,2,4,2,3,3,5,3,3,2,2,2
2.738496458301493,0.8831976454360462,0.7861129402491693,0.8618188168064771,0.8938870597508307,0.7987458844393692,1,3,1,200,2,1,1,4,4,2,4,3,2,3,2,4,2,3,2,2,3,3,2,2,2,3,2,4,4,3,2,2,2,2,2,2,3,2,2,4,2,4,2,4,2,4,2,1,2,2,4,3
1.882447326121307,0.923001445339834,0.841451662140809,0.8438989882621163,0.888499277330083,0.8253015898738174,0,3,0,200,2,0,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,5,4,4,2,4,4,2,1,3,4,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1
2.3129838449687212,0.8900994614989574,0.9078118470229379,0.7722876144760195,0.702188152977062,0.7029838449687209,2,4,0,300,2,1,0,2,2,1,3,3,2,3,4,2,2,3,3,1,3,3,1,2,5,2,2,3,2,2,2,1,4,5,3,1,1,4,2,3,4,2,2,3,3,3,3,3,2,4,2,3
2.4159495908580855,0.89,0.8138142825902092,0.6515949590858086,0.8498058810665566,0.7773924386287129,1,1,0,300,1,0,0,2,2,2,4,3,2,3,4,2,2,1,2,1,3,1,2,4,3,4,1,1,3,3,5,1,4,2,2,4,1,5,2,3,4,2,2,1,2,2,1,5,3,3,2,4
2.659684400814516,0.8366496687127363,0.8067006625745274,0.7911507730036152,0.9229327443781978,0.9792668139054506,1,1,1,300,3,0,1,1,5,2,2,3,3,3,2,1,1,3,2,2,3,1,4,4,3,2,2,3,1,2,3,1,2,1,1,1,2,1,3,3,2,1,1,3,2,3,3,4,3,3,2,2
3.5321909542955354,0.9165110379120751,0.9693432679819889,0.7667008836663116,0.8334889620879249,0.8975474614385591,1,1,0,300,2,2,0,4,2,2,2,3,2,2,4,3,2,3,2,3,3,2,1,3,2,3,2,3,2,3,1,3,2,2,4,2,2,1,3,2,4,4,2,4,2,2,3,3,1,3,2,2
2.327400159383907,0.8355538829347477,0.7629615691122897,0.6259231382245796,0.878153723550841,0.8851846276449159,1,1,0,200,1,2,1,4,2,2,4,3,2,2,3,2,2,3,2,2,1,3,2,3,2,2,2,3,4,3,3,3,2,2,3,2,3,2,4,3,3,4,2,3,2,1,2,3,2,2,3,3
2.2412544817156466,0.8709104722298581,0.710910472229858,0.7021193703601892,0.9757612592796214,0.9721193703601892,1,1,1,300,3,1,0,2,5,2,2,3,2,3,2,1,1,3,2,1,2,1,4,4,3,2,2,2,1,2,2,1,2,1,1,2,2,1,2,3,2,1,1,3,2,3,2,3,3,4,3,2
2.4229751591601287,0.792975159160129,0.8595031832025781,0.8107452251961328,0.8243789790032227,0.8685961801569062,0,1,1,300,2,1,0,4,2,2,3,2,1,4,1,4,2,3,2,2,3,5,4,2,2,1,1,3,3,3,1,2,3,3,2,3,2,3,1,4,1,4,2,3,2,4,2,4,3,2,4,3
1.811718142634472,0.6970626108293339,0.8796712388292344,0.9295440266341731,0.8720254424390123,0.7412407079024196,1,1,0,300,2,2,0,2,3,3,3,2,2,4,4,4,1,2,3,2,3,3,2,3,3,2,2,4,3,2,3,2,1,1,3,2,3,1,2,4,4,4,1,2,3,2,5,4,1,2,2,3
2.2185244856545285,0.905961223360326,0.7694485709014854,0.7911028581970291,0.8522951028690943,0.8342175495897463,2,0,0,200,1,2,0,4,2,1,2,1,2,1,1,1,1,1,2,1,3,1,3,1,2,3,2,2,2,3,2,2,2,1,2,1,2,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1
2.9228766613425785,0.6809702728973636,0.9433447191165041,0.8599658426504879,0.9433105617669919,0.9728425039930663,2,1,1,200,1,2,0,1,3,3,3,2,4,1,2,2,2,1,2,2,3,3,2,1,3,4,1,3,3,3,2,1,1,2,3,3,2,1,3,2,4,3,2,1,2,2,2,2,3,1,2,3
2.819618143148669,0.6584829907981229,0.9430340184037542,0.7379773210641638,0.8313931963192491,0.89,1,1,0,300,2,1,0,1,5,2,1,4,2,1,3,3,3,3,2,2,1,3,3,2,1,4,2,2,3,3,1,3,3,5,1,1,3,2,2,1,3,3,3,3,2,4,5,2,4,3,3,1
1.8393049376993929,0.8119634913277907,0.7519026435407751,0.8514509723882301,0.9273414463716021,0.7,2,3,0,200,1,4,0,2,2,2,2,3,2,1,3,2,2,1,2,1,2,3,2,2,3,3,2,1,2,2,2,1,2,2,2,3,1,3,2,1,2,3,2,3,1,1,1,2,2,2,1,2
2.33,0.89,0.6078083502699175,0.7073518894887056,0.8457073547158119,0.7456620276278235,1,1,0,300,2,0,0,2,5,3,3,1,1,5,5,4,4,1,2,3,2,3,4,1,3,4,2,1,2,3,4,2,1,3,2,2,4,4,1,5,5,4,4,1,2,4,2,4,2,2,3,3
2.231238319373516,0.3302268479772188,0.7157939679202656,0.7157939679202656,0.6434027196582813,0.7095463040455624,1,2,0,200,2,0,2,3,0,0,5,5,4,4,5,5,5,5,5,5,4,4,5,5,5,4,5,4,4,4,5,5,5,3,5,4,4,5,5,5,3,5,4,5,4,5,4,5,5,3,5,4
2.58568233260924,0.7403032589374399,0.819909022318768,0.744863533478152,0.924893859371896,0.7404548884061599,1,2,0,200,2,1,2,2,0,2,3,2,3,3,1,2,3,3,3,3,2,2,3,1,3,3,3,2,3,3,3,3,2,4,2,3,3,4,3,3,1,3,3,3,3,3,4,2,2,2,2,3
3.4816473469741496,0.9220170482103323,0.7638636143173421,0.8254544572693681,0.8620170482103322,0.9121875303136547,2,4,0,300,1,1,0,1,2,3,5,3,1,2,1,2,2,3,4,1,2,1,3,3,2,1,3,4,1,2,3,2,3,2,1,1,4,3,1,2,1,2,2,3,4,3,2,2,1,5,1,5
1.8780317409155667,0.6610165918422279,0.9129992786155553,0.9040014427688894,0.5680100993822257,0.7700072138444469,2,2,0,300,2,2,0,2,1,2,3,2,2,2,2,3,2,2,2,4,2,2,1,3,3,4,1,2,2,2,2,2,1,4,3,2,3,3,2,3,2,3,2,2,2,4,2,3,2,4,3,3
1.9783053781569464,0.5834492743678431,0.9110590063177312,0.8333737066789636,0.6130558989163024,0.7,1,2,0,300,2,2,0,2,0,2,3,2,3,2,3,3,3,4,2,3,2,1,1,3,3,3,2,1,2,2,3,4,1,3,4,2,2,2,3,2,3,3,3,3,2,4,3,3,3,3,3,4
2.1004823250327003,0.8609902406646643,0.9305695076082743,0.8536634135548881,0.7967573195015019,0.8491585338872202,2,1,0,300,1,2,0,3,1,3,3,2,3,5,2,4,2,1,2,2,3,4,1,3,4,3,1,3,2,3,2,2,2,3,2,2,2,1,3,5,2,4,2,1,2,4,4,4,3,2,2,3
2.4145056089084447,0.8164991987273651,0.916700160254527,0.7967001602545271,0.8753992521455407,0.6941988248001354,2,3,0,200,1,2,0,3,1,1,1,1,1,1,1,3,3,1,3,2,4,3,3,1,1,2,2,3,3,2,1,1,2,3,4,3,4,2,4,2,3,2,2,2,1,1,1,1,2,1,1,2
1.6716548178311434,0.8121212592186007,0.497319321959215,0.9337995156851536,0.9163403390203925,0.7588811623556314,1,3,1,300,1,2,0,2,3,2,2,2,2,2,1,3,1,2,1,1,4,3,1,2,2,2,2,4,2,2,3,2,3,3,1,2,4,2,2,1,2,3,1,2,1,3,3,3,3,2,1,2
2.33,0.89,0.656197534262405,0.8148834094720112,0.6951632267391843,0.7187791476319971,1,1,0,300,2,4,0,1,5,3,2,1,1,5,5,4,4,2,1,3,3,2,3,1,3,4,2,1,1,3,2,2,2,4,2,2,4,4,1,5,5,4,4,2,1,3,2,4,2,3,3,2
1.6395466354822432,0.5366529565379389,0.9190601806015913,0.8787221672190957,0.4916158461633998,0.7,2,1,0,300,2,2,0,2,1,2,3,2,2,2,3,3,3,3,2,3,3,2,1,2,3,3,2,2,2,2,2,3,1,5,4,1,2,3,2,3,3,3,3,3,2,4,3,4,2,4,3,3
2.5059095746206888,0.9173484042298853,0.69,0.86699556757088,0.873737588720306,0.8033847520613009,2,4,0,300,2,1,1,4,1,1,3,3,2,4,3,2,2,4,3,2,4,3,4,3,4,2,2,3,2,3,1,1,2,3,3,3,1,5,2,4,3,2,2,4,3,3,3,2,2,4,2,3
2.8805911721497592,0.6978434635721954,0.6957507638074787,0.8478434635721954,0.9214376909518697,0.9177796269091077,1,1,0,300,2,0,2,1,4,3,2,2,4,4,3,2,3,1,1,1,3,3,1,3,3,4,3,2,3,1,3,2,2,1,2,4,2,2,4,4,3,3,3,1,1,2,4,4,4,2,4,2
2.029679405439738,0.8141282378241048,0.6884636234451674,0.8261923567361572,0.9660320594560262,0.8551837225385445,1,1,0,300,2,1,0,4,3,3,2,3,1,3,2,2,2,2,5,2,3,1,3,1,3,2,3,4,3,2,2,3,4,3,2,3,3,2,1,3,2,2,2,2,5,3,2,2,2,4,2,2
1.7059818276318346,0.7589123949760301,0.9003090901821665,0.7488380171236819,0.9371322317353789,0.7180595022818785,1,3,0,300,2,2,2,2,0,2,3,2,3,4,2,1,2,3,2,3,2,2,3,2,3,2,3,2,3,2,3,3,1,3,2,3,3,2,2,3,2,3,2,2,2,2,3,2,3,3,3,2
2.50982633705306,0.6614037624361515,0.714442837904374,0.79,0.9457308250425657,0.6613458747871716,2,1,0,300,1,1,0,2,1,3,3,2,3,4,2,3,3,3,3,3,3,3,1,3,4,2,3,2,1,2,2,3,2,1,2,2,4,3,3,4,2,3,3,3,3,4,4,4,4,2,2,3
2.3009166739430986,0.7463499869024219,0.790916673943099,0.677741680491888,0.9422750021829297,0.761341645565013,1,2,0,200,2,1,1,2,1,2,3,2,2,2,3,2,2,3,2,3,1,3,2,3,2,2,2,2,3,2,3,3,2,3,3,2,3,2,3,3,3,3,2,3,2,2,3,3,2,3,3,3
2.180980089978058,0.664270034991467,0.9,0.6973200599853718,0.9877999000243802,0.6673200599853719,1,3,0,200,3,2,0,3,1,2,2,2,2,3,2,2,1,3,2,3,1,3,3,2,3,4,4,4,4,4,2,3,1,4,3,2,2,1,2,1,2,2,1,2,1,2,2,2,2,2,2,2
3.226386630125707,0.6881325905625393,0.8885060724500314,0.6937348188749214,0.9214939275499686,0.8787955433752357,1,1,0,300,2,0,0,4,1,2,4,1,4,1,3,3,3,3,1,4,3,3,3,3,4,2,2,2,2,2,3,2,2,3,1,3,2,3,4,1,3,3,3,3,1,1,4,3,4,3,3,4
2.2237058934746647,0.7819318990812615,0.7740340504593692,0.7016160897055452,0.9358080448527726,0.942417960753824,2,4,0,300,1,1,0,2,2,3,3,3,1,2,2,2,2,3,5,2,2,2,3,3,4,3,4,3,2,4,3,3,3,1,3,3,4,2,1,2,2,2,2,3,5,2,3,3,1,4,3,3
2.082133448987884,0.8,0.7848343154540273,0.9044076256564505,0.8111370883342832,0.7720381282822526,1,3,0,200,2,2,0,2,1,1,2,2,2,1,3,2,2,1,2,2,2,3,2,2,3,3,2,2,2,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2
2.0198832819585366,0.3225412102530377,0.688894235885632,0.688894235885632,0.5281181537955655,0.7249175794939245,1,3,0,200,2,2,0,4,1,1,5,5,4,4,5,5,5,5,5,5,4,4,5,5,5,4,5,4,4,4,5,5,5,4,5,4,4,5,5,5,4,5,4,5,4,5,4,5,5,4,5,4
2.08046379925042,0.8656672978016441,0.7056672978016441,0.7091102695978078,0.9617794608043844,0.9791102695978078,1,0,1,300,2,1,0,2,5,2,2,3,2,3,2,1,1,3,2,1,2,1,4,4,3,2,2,2,1,2,2,1,2,1,1,2,2,1,2,3,2,1,1,3,2,3,2,3,3,4,3,2
2.507204126016889,0.6538003868140834,0.8315994842478889,0.7462987750887361,0.936999355309861,0.6130006446901388,1,1,0,200,1,4,1,1,1,2,3,2,3,3,3,2,2,3,3,2,3,3,3,3,3,2,2,2,2,2,2,3,2,4,3,3,3,2,3,2,3,2,2,3,3,3,4,2,4,3,2,3
2.814823804051831,0.7027343178002525,0.9676268458754735,0.7194238924747158,0.9678417897250315,0.5978417897250315,1,1,0,300,2,1,0,1,2,2,3,2,1,4,2,3,3,2,3,3,3,1,2,3,4,2,2,2,3,2,3,3,3,2,3,3,1,3,1,3,2,3,3,2,3,3,4,1,2,3,2,3
2.70292728556941,0.65262657145086,0.95474685709828,0.6434335713728501,0.82754219048362,0.8485179523400901,1,1,0,300,4,0,0,2,5,1,1,4,3,1,4,3,2,2,2,3,1,3,3,2,2,4,3,1,4,3,1,2,3,4,1,2,3,3,3,1,4,3,2,2,2,4,4,2,4,3,2,1
2.445362543698878,0.927439576050187,0.69,0.7896299169485667,0.8468277971995014,0.6890181380978811,1,1,0,300,3,1,1,4,1,2,3,4,2,4,3,2,2,4,3,2,4,3,4,3,4,2,2,3,2,3,1,1,2,2,3,3,1,5,2,4,3,2,2,4,3,3,3,2,2,4,2,3
2.7848318278831394,0.6753486450948254,0.9620672688467443,0.7784495483649418,0.9375963869195341,0.8103363442337216,2,1,1,300,1,1,0,2,2,2,1,1,4,1,2,1,3,4,2,3,5,3,3,1,4,2,1,3,3,1,1,2,2,2,2,1,4,1,4,1,2,1,3,4,2,3,1,1,4,3,2,1
1.9787123326354668,0.8406605747331704,0.7831019810550075,0.8547199357861258,0.9256103515804592,0.8034657505234,1,3,0,200,3,2,0,3,1,2,2,2,2,2,2,2,1,2,3,2,2,2,3,2,2,4,4,4,4,4,2,2,2,3,2,3,2,1,2,1,2,2,1,2,1,2,2,2,2,2,2,2
2.3875268977076542,0.8143110829745851,0.6521905364830319,0.8540285171652713,0.9454063512161011,0.8243460779703246,2,1,0,300,1,2,1,3,3,1,2,3,1,2,3,2,2,3,5,2,3,1,2,2,2,2,3,4,2,3,3,4,3,2,3,3,4,1,1,2,2,2,2,3,5,1,3,2,1,2,3,3
2.733039255161004,0.7927485980299642,0.9362570098501793,0.7994747645393544,0.6797654216703946,0.9,1,3,0,200,2,2,0,2,1,2,2,2,3,3,2,2,2,2,2,3,2,2,2,2,3,2,3,3,3,4,3,4,2,2,1,4,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2
2.717001006756212,0.7453482200350395,0.7853482200350396,0.7853482200350396,0.7501299532905072,0.771216253232108,1,3,0,200,2,1,0,2,2,1,3,5,3,1,3,3,3,3,5,3,4,1,5,2,4,3,4,4,4,4,3,3,2,4,3,4,3,3,4,4,4,4,2,4,1,1,2,2,2,2,2,2
2.7991334357581406,0.8351704158925068,0.7914488752322479,0.7021733128483718,0.8916903544376226,0.8827556238387604,1,2,0,200,2,1,2,2,0,2,3,2,3,3,1,2,3,3,3,3,2,2,3,1,3,3,3,2,3,3,3,3,2,4,2,3,3,4,3,3,1,3,3,3,3,3,4,2,2,2,2,3
2.0218424667236015,0.7394010940413227,0.8577179512378327,0.9467930383131314,0.8641849825849403,0.7286959721359043,1,1,0,300,2,2,0,2,3,3,3,2,1,4,4,3,1,2,3,2,3,4,1,3,3,2,2,4,3,3,3,2,2,2,3,2,3,1,1,4,4,3,1,2,3,2,5,4,1,1,2,3
1.851518315035217,0.89,0.8932295647294125,0.7549026004000118,0.9173930468941127,0.7222956472941245,1,1,1,300,2,2,2,2,2,1,4,1,2,3,5,1,2,3,5,3,2,4,5,2,2,1,1,2,3,1,4,1,4,2,2,4,4,2,2,3,5,1,2,3,5,4,1,2,4,2,4,4
