SID,GPA_S1,CA_AVG,EXAM_AVG,CLIN_AVG,LAB_AVG,ATT_RATE,ASSIGN_LATE,Age_group,Gender,Year_study,Programme,SES,Financial_diff,Employment_hrs,Study_hrs_day,Sleep_hrs,Self_risk_percep,Reviews notes within 24h,Understands content pre-exam,Seeks help when stuck,Uses library regularly,Completes readings,Takes organised notes,Concentration in self-study,Participates in class,Clinical takes study time,Prepared for clinical assess,Rotations affect performance,Adequate supervision,Schedule conflicts,Confident in clinical skills,Anxious about assessments,Sleep difficulty,Burnt out,Hopeless/unmotivated,Physical health affected,Considered break,Emotionally supported,Lecturers approachable,Sleep affects concentration,Regular exercise,Balanced diet,Health interferes studies,Takes rest breaks,Sense of belonging,Participates in clubs,Adequate advisory support,Concerns taken seriously,Early intervention provided,Peer study groups effective,Knows where to get help,Programme prepares for career,Confident to complete prog,Can improve performance,Sets academic goals,Persists when difficult,Manages time effectively,Self-motivates,Feels prepared,RISK_LABEL,RISK_BINARY
HS2026369,3.28,0.99,0.72,0.98,0.98,0.84,Rarely,21-23 years,Female,300,Nursing,Upper-middle income,Never,Yes - fewer than 10 hours/week,3-4 hours,4-5 hours,Low risk,5,4,3,3,3,3,1,3,4,3,5,2,2,1,2,1,4,2,3,4,5,3,5,4,3,4,2,5,3,3,3,3,1,3,4,2,1,4,4,3,1,5,Low Risk,0
HS2026362,3.43,0.7,0.8,0.79,0.77,0.7,Rarely,21-23 years,Male,300,Nursing,Low income,Always,Yes - fewer than 10 hours/week,3-4 hours,4-5 hours,Moderate risk,1,3,3,2,2,5,2,3,2,2,3,1,3,4,2,1,1,5,3,3,1,3,4,2,3,3,2,2,3,2,2,5,2,3,2,1,1,4,3,2,3,1,Low Risk,0
HS2026140,2.96,0.7,0.88,0.88,0.88,0.7,Rarely,24-26 years,Male,200,Nursing,Low income,Never,No,1-2 hours,4-5 hours,Moderate risk,2,4,3,3,1,2,3,5,2,3,4,4,4,2,2,1,3,3,3,2,1,4,2,1,1,1,4,1,3,3,1,2,3,5,2,2,3,1,2,4,4,2,Moderate Risk,1
HS2026268,2.09,0.77,0.87,0.7,0.79,0.9,Almost never,21-23 years,Female,300,Nursing,Low income,Never,No,2-3 hours,4-5 hours,Moderate risk,3,3,2,1,1,4,3,3,4,5,3,2,3,1,3,2,1,2,4,4,4,3,5,3,2,2,4,2,2,1,1,4,3,3,4,4,4,3,4,5,1,3,Low Risk,0
HS2026544,3.11,0.9,0.89,0.9,0.82,0.88,Rarely,21-23 years,Female,300,Nursing,Middle income,Sometimes (monthly),Yes - 10-20 hours/week,1-2 hours,More than 8 hours,Low risk,4,2,2,2,4,1,3,4,3,1,3,4,4,2,1,3,5,4,3,2,5,1,4,3,1,4,1,4,2,2,4,1,3,4,3,3,4,5,4,3,5,4,Low Risk,0
HS2026308,2.41,0.88,0.85,0.91,0.96,0.69,Rarely,21-23 years,Female,300,Nursing,High income,Never,No,3-4 hours,4-5 hours,Moderate risk,3,5,2,4,4,2,3,3,3,2,2,1,3,2,5,5,4,3,3,3,4,3,4,2,4,1,2,2,2,4,4,2,3,3,3,4,2,2,4,1,4,3,Low Risk,0
HS2026315,3.25,0.69,0.7,0.6,0.9,0.69,Rarely,24-26 years,Male,300,Nursing,Low income,Sometimes (monthly),Yes - more than 20 hours/week,Less than 1 hour,4-5 hours,Very low risk,2,4,2,4,4,2,3,5,2,3,3,3,2,2,2,1,4,1,2,5,2,4,4,3,5,4,3,4,2,4,4,2,3,5,2,4,3,3,4,4,1,2,Low Risk,0
HS2026286,2.64,0.88,0.78,0.79,0.91,0.66,Rarely,27-29 years,Male,300,Nursing,Middle income,Sometimes (monthly),No,More than 4 hours,4-5 hours,Moderate risk,1,1,3,1,5,4,1,2,4,3,3,2,2,3,3,3,2,2,2,4,2,4,4,1,1,3,4,1,3,1,5,4,1,2,4,4,2,3,4,3,1,1,Low Risk,0
HS2026422,3.61,0.88,0.69,0.96,0.92,0.77,Almost never,27-29 years,Male,300,Nursing,Middle income,Rarely (once or twice a semester),No,2-3 hours,5-6 hours,Moderate risk,3,2,3,4,5,1,1,2,3,3,2,4,1,1,4,2,4,3,4,3,3,1,2,3,4,2,2,3,3,4,5,1,1,2,3,2,4,2,1,3,1,3,Low Risk,0
HS2026450,2.81,1.0,0.7,0.77,0.87,0.79,Almost never,24-26 years,Female,300,Nursing,Middle income,Sometimes (monthly),No,3-4 hours,4-5 hours,Low risk,1,3,3,1,2,1,1,2,4,2,3,2,2,3,2,3,5,4,2,2,3,3,3,1,1,4,5,4,3,1,2,1,1,2,4,4,2,5,5,2,4,1,Low Risk,0
HS2026528,3.69,0.6,0.79,1.0,1.0,0.69,Sometimes,21-23 years,Female,300,Nursing,Upper-middle income,Never,No,2-3 hours,More than 8 hours,High risk,3,1,2,3,1,4,3,3,1,1,1,4,1,2,1,3,4,2,2,3,4,4,3,2,4,5,5,1,2,3,1,4,3,3,1,1,2,1,3,5,4,3,Moderate Risk,1
HS2026412,2.67,0.8,0.69,0.69,0.59,0.59,Rarely,21-23 years,Male,300,Nursing,Middle income,Rarely (once or twice a semester),Yes - fewer than 10 hours/week,1-2 hours,4-5 hours,Low risk,3,1,5,1,2,1,5,5,3,3,3,4,1,2,3,1,1,3,4,3,1,4,2,4,3,4,5,2,5,1,2,1,5,5,3,1,1,4,2,5,4,3,Low Risk,0
HS2026515,2.94,0.77,0.87,0.91,0.85,1.0,Sometimes,24-26 years,Female,300,Nursing,Middle income,Rarely (once or twice a semester),No,3-4 hours,4-5 hours,Moderate risk,1,1,4,2,1,2,3,4,4,2,3,5,2,4,2,2,5,3,5,1,1,4,2,2,2,2,3,1,4,2,1,2,3,4,4,2,4,2,3,4,3,1,Low Risk,0
HS2026029,2.53,0.8,0.92,0.8,0.86,0.67,Rarely,24-26 years,Female,300,Nursing,Middle income,Sometimes (monthly),No,2-3 hours,4-5 hours,Low risk,2,2,2,2,2,4,4,2,4,2,4,4,4,2,1,2,2,3,4,2,1,2,2,3,4,4,4,3,4,2,3,2,2,2,2,1,2,1,2,1,1,2,High Risk,1
HS2026421,3.43,0.62,0.79,0.79,0.86,0.7,Rarely,30-35 years,Male,300,Nursing,Middle income,Rarely (once or twice a semester),No,1-2 hours,6-7 hours,Moderate risk,3,4,1,3,2,4,2,3,2,5,4,3,2,4,1,1,3,3,3,4,1,3,3,3,4,2,2,3,1,3,2,4,2,3,2,5,3,5,1,2,4,3,Low Risk,0
HS2026281,2.61,0.6,0.93,0.79,0.98,0.69,Rarely,18-20 years,Female,300,Nursing,Middle income,Never,Yes - fewer than 10 hours/week,2-3 hours,4-5 hours,High risk,1,3,2,4,2,2,4,4,1,4,3,2,2,4,3,4,1,5,5,4,3,2,4,4,4,5,3,4,2,4,2,2,4,4,1,1,3,3,3,3,1,1,Low Risk,0
HS2026147,2.67,0.99,0.8,0.69,0.7,0.79,Rarely,27-29 years,Male,200,Nursing,Middle income,Rarely (once or twice a semester),Yes - 10-20 hours/week,3-4 hours,5-6 hours,High risk,4,4,4,1,1,4,3,3,4,3,2,4,3,3,1,4,1,3,5,3,4,3,3,3,4,5,4,1,4,1,1,4,3,3,4,1,3,1,2,3,1,4,Moderate Risk,1
HS2026367,2.67,0.87,0.79,1.0,0.84,0.69,Sometimes,30-35 years,Female,300,Nursing,Middle income,Sometimes (monthly),No,1-2 hours,6-7 hours,High risk,3,2,1,5,4,3,1,2,3,3,4,5,1,3,5,2,1,4,3,4,4,2,3,3,4,3,3,2,1,5,4,3,1,2,3,3,5,4,2,1,3,3,High Risk,1
HS2026219,2.43,0.89,0.88,0.8,0.95,0.66,Almost never,21-23 years,Female,300,Nursing,Low income,Sometimes (monthly),Yes - fewer than 10 hours/week,3-4 hours,5-6 hours,Low risk,3,3,3,3,3,2,4,3,2,1,2,3,4,1,3,1,2,4,3,4,4,3,4,4,4,4,1,4,3,3,3,2,4,3,2,4,1,4,1,2,3,3,High Risk,1
HS2026297,2.41,0.69,1.0,0.49,0.96,0.88,Sometimes,27-29 years,Male,300,Nursing,Upper-middle income,Rarely (once or twice a semester),No,2-3 hours,4-5 hours,Low risk,3,5,3,1,4,2,3,2,1,4,2,4,1,1,2,2,4,2,2,2,5,3,2,2,3,5,1,4,3,1,4,2,3,2,1,3,4,2,1,1,5,3,Low Risk,0
HS2026571,2.87,0.8,0.69,0.75,0.65,1.0,Rarely,30-35 years,Female,300,ENT,Middle income,Sometimes (monthly),No,3-4 hours,5-6 hours,Very low risk,2,2,2,3,2,1,4,2,3,4,1,2,3,2,2,3,2,3,4,1,1,1,3,5,3,2,2,3,1,2,2,3,1,3,1,1,1,2,3,2,2,2,High Risk,1
HS2026277,2.25,0.79,1.0,0.77,0.91,0.7,Sometimes,27-29 years,Female,300,Nursing,Low income,Sometimes (monthly),No,More than 4 hours,6-7 hours,Very low risk,3,3,2,3,3,5,5,4,3,5,3,5,1,3,1,5,1,5,3,5,3,4,3,3,2,1,4,4,2,3,3,5,5,4,3,4,1,2,3,4,3,3,Low Risk,0
HS2026230,1.83,1.0,0.69,0.55,0.63,0.88,Rarely,27-29 years,Male,300,Nursing,Middle income,Rarely (once or twice a semester),Yes - more than 20 hours/week,3-4 hours,4-5 hours,Moderate risk,4,1,3,1,1,1,3,2,2,1,4,4,3,2,2,3,4,1,3,3,5,4,5,5,4,3,2,4,3,1,1,1,3,2,2,1,1,1,2,5,3,4,Moderate Risk,1
HS2026420,3.48,0.99,0.77,1.0,0.85,0.89,Rarely,24-26 years,Female,300,Nursing,Middle income,Rarely (once or twice a semester),Yes - 10-20 hours/week,2-3 hours,More than 8 hours,Moderate risk,2,1,5,1,2,1,2,5,1,1,2,4,2,2,3,2,3,2,4,2,2,4,3,3,5,1,5,5,5,1,2,1,2,5,1,1,1,2,3,2,2,2,Low Risk,0
HS2026302,3.18,0.7,0.69,0.72,0.92,1.0,Rarely,27-29 years,Female,300,Nursing,Low income,Always,Yes - 10-20 hours/week,3-4 hours,4-5 hours,Low risk,3,1,3,1,1,3,3,5,2,5,3,5,3,3,3,3,2,2,1,3,5,1,5,5,3,3,1,3,3,1,1,3,3,5,2,3,4,1,5,1,4,3,Low Risk,0
HS2026059,2.38,0.64,0.59,1.0,0.87,0.6,Sometimes,21-23 years,Male,200,Nursing,Low income,Sometimes (monthly),Yes - fewer than 10 hours/week,1-2 hours,6-7 hours,Moderate risk,3,2,3,2,1,3,2,2,2,2,4,3,3,2,2,2,1,3,2,3,2,2,3,2,3,4,3,2,3,1,3,3,2,3,2,3,2,3,2,2,1,3,High Risk,1
HS2026573,3.8,0.89,0.8,0.78,0.67,1.0,Always,24-26 years,Female,300,ENT,Middle income,Sometimes (monthly),Yes - fewer than 10 hours/week,2-3 hours,4-5 hours,Low risk,3,2,2,3,3,1,2,2,3,3,2,3,3,3,3,3,3,4,3,5,3,3,4,5,3,5,2,4,3,3,3,3,2,3,3,1,1,2,2,1,1,1,Moderate Risk,1
HS2026517,3.61,0.69,0.99,1.0,0.85,0.7,Rarely,30-35 years,Female,300,Nursing,Middle income,Rarely (once or twice a semester),Yes - fewer than 10 hours/week,More than 4 hours,6-7 hours,Moderate risk,3,2,2,2,5,4,3,4,3,1,4,4,5,3,1,5,3,3,3,5,2,3,3,2,1,4,3,2,2,2,5,4,3,4,3,4,4,3,3,2,2,3,Low Risk,0
HS2026255,2.86,0.93,1.0,0.6,1.0,1.0,Sometimes,27-29 years,Male,300,Nursing,High income,Never,No,2-3 hours,5-6 hours,Low risk,1,1,1,2,3,3,3,5,2,1,3,2,2,2,2,3,1,4,3,3,1,1,3,4,2,1,1,5,1,2,3,3,3,5,2,3,4,1,2,3,2,1,Low Risk,0
HS2026153,3.48,1.0,0.49,0.89,0.64,0.89,Rarely,21-23 years,Male,200,Nursing,Middle income,Never,No,3-4 hours,4-5 hours,Moderate risk,5,2,3,3,3,4,2,2,4,2,5,5,4,1,1,5,4,5,2,3,3,3,2,2,4,4,2,2,3,3,3,4,2,2,4,1,2,4,3,3,4,5,Moderate Risk,1
HS2026418,2.85,0.63,1.0,0.7,0.82,0.89,Rarely,21-23 years,Female,300,Nursing,Middle income,Sometimes (monthly),No,Less than 1 hour,More than 8 hours,Low risk,1,4,3,1,4,3,3,3,2,3,1,3,3,3,2,4,3,2,4,3,1,3,3,5,1,2,4,2,3,1,4,3,3,3,2,4,5,2,4,3,3,1,High Risk,1
HS2026368,3.44,0.78,0.67,0.68,0.6,0.68,Sometimes,21-23 years,Female,300,Nursing,Upper-middle income,Never,No,3-4 hours,5-6 hours,Moderate risk,3,4,3,5,2,1,1,2,5,4,4,5,1,2,3,4,3,1,4,5,3,2,3,3,2,2,1,5,3,5,2,1,1,2,5,3,4,2,3,2,2,3,Low Risk,0
HS2026475,2.41,0.7,0.7,0.79,0.66,0.88,Rarely,24-26 years,Female,300,Nursing,Low income,Sometimes (monthly),Yes - fewer than 10 hours/week,Less than 1 hour,6-7 hours,Low risk,3,2,3,4,4,3,4,4,3,3,2,2,1,2,1,2,3,2,4,3,1,1,4,4,3,3,2,2,3,4,4,3,4,4,3,3,1,1,1,4,5,3,Moderate Risk,1
HS2026186,1.6,0.85,0.69,0.73,0.92,1.0,Sometimes,27-29 years,Male,300,Nursing,Upper-middle income,Never,Yes - fewer than 10 hours/week,1-2 hours,More than 8 hours,High risk,2,4,2,3,2,3,3,4,3,1,3,1,4,5,3,2,2,2,1,1,2,2,4,1,1,3,3,2,2,3,2,3,3,4,3,3,2,3,5,4,3,2,High Risk,1
HS2026274,2.45,0.91,0.79,0.9,0.69,0.69,Rarely,21-23 years,Female,300,Nursing,Middle income,Rarely (once or twice a semester),No,More than 4 hours,More than 8 hours,Low risk,3,1,5,3,3,3,4,2,1,3,4,1,4,4,5,5,4,1,1,1,2,4,1,1,1,2,3,1,5,3,3,3,4,2,1,5,3,1,3,4,3,3,Moderate Risk,1
HS2026371,3.35,1.0,1.0,0.77,1.0,0.7,Rarely,30-35 years,Male,300,Nursing,Middle income,Rarely (once or twice a semester),Yes - 10-20 hours/week,1-2 hours,4-5 hours,Low risk,4,2,3,2,4,5,3,5,3,2,2,5,3,2,2,1,5,2,5,1,3,2,2,4,4,1,4,3,3,2,4,5,3,5,3,3,3,2,5,5,3,4,Low Risk,0
HS2026259,2.82,0.87,1.0,0.99,1.0,0.9,Rarely,21-23 years,Male,300,Nursing,Middle income,Rarely (once or twice a semester),No,2-3 hours,6-7 hours,Low risk,1,2,1,4,4,2,3,3,2,5,2,2,5,2,2,4,4,1,2,4,5,1,2,3,2,4,1,2,1,4,4,2,3,3,2,3,3,1,1,4,4,1,Low Risk,0
HS2026197,2.55,0.96,0.89,1.0,0.91,0.69,Rarely,27-29 years,Male,300,Nursing,Middle income,Rarely (once or twice a semester),No,More than 4 hours,6-7 hours,Moderate risk,1,2,3,5,3,5,3,1,4,1,4,2,2,4,1,2,3,2,2,3,3,2,2,1,4,4,3,4,3,5,3,5,3,1,4,4,4,2,3,4,2,1,Moderate Risk,1
HS2026158,3.38,0.79,1.0,0.6,0.81,0.68,Sometimes,21-23 years,Female,200,Nursing,Middle income,Sometimes (monthly),No,Less than 1 hour,4-5 hours,High risk,2,2,4,2,2,2,1,4,1,3,4,3,4,5,5,5,3,4,2,3,3,5,3,1,3,5,4,2,4,2,2,2,1,4,1,3,1,3,2,3,2,2,Low Risk,0
HS2026057,2.74,0.78,0.69,0.91,0.89,0.93,Rarely,18-20 years,Male,200,Nursing,Middle income,Never,No,More than 4 hours,4-5 hours,Low risk,2,2,2,2,3,1,4,2,3,3,3,2,4,2,4,4,3,3,4,3,2,3,3,3,3,2,3,1,3,2,3,2,2,3,3,2,2,2,2,2,2,1,Low Risk,0
HS2026365,2.3,0.6,0.93,0.7,0.83,0.69,Rarely,24-26 years,Male,300,Nursing,Middle income,Sometimes (monthly),Yes - 10-20 hours/week,More than 4 hours,More than 8 hours,Moderate risk,2,1,4,3,2,2,2,3,5,2,3,1,2,5,1,2,1,4,1,3,3,1,4,4,5,2,2,5,4,3,2,2,2,3,5,2,2,2,2,2,4,2,High Risk,1
HS2026295,2.64,0.69,0.89,0.67,0.8,0.78,Rarely,24-26 years,Female,300,Nursing,Low income,Sometimes (monthly),No,3-4 hours,6-7 hours,Low risk,3,2,3,2,4,3,2,2,3,1,3,5,1,3,1,3,3,1,3,2,3,4,5,2,4,2,3,3,3,2,4,3,2,2,3,1,3,3,3,3,5,3,Low Risk,0
HS2026545,2.91,0.6,0.91,1.0,0.83,0.9,Rarely,24-26 years,Female,300,Nursing,High income,Never,No,More than 4 hours,More than 8 hours,Low risk,4,3,2,2,1,1,4,3,1,1,3,1,2,3,3,3,4,2,1,2,4,2,3,4,2,3,3,1,2,2,1,1,4,3,1,5,1,1,3,2,4,4,Low Risk,0
HS2026542,2.57,0.78,0.6,0.7,0.63,0.78,Sometimes,30-35 years,Female,300,Nursing,Middle income,Sometimes (monthly),No,2-3 hours,4-5 hours,Low risk,1,2,1,5,4,3,4,2,2,1,1,4,1,1,4,3,4,1,1,2,2,4,1,1,1,3,3,1,1,5,4,3,4,2,2,1,5,1,3,3,4,1,Moderate Risk,1
HS2026492,3.31,0.78,0.7,0.88,0.89,0.7,Almost never,30-35 years,Female,300,Nursing,Low income,Never,No,2-3 hours,More than 8 hours,Low risk,2,4,3,3,3,4,2,4,3,4,1,1,3,1,1,3,4,2,2,3,1,1,1,2,4,2,2,5,3,3,3,4,2,4,3,3,1,1,4,5,4,2,Low Risk,0
HS2026190,2.79,0.68,0.96,0.78,0.95,0.8,Rarely,24-26 years,Male,300,Nursing,Middle income,Sometimes (monthly),No,1-2 hours,6-7 hours,Low risk,1,1,5,1,3,1,3,4,2,4,5,4,3,1,5,2,1,3,3,1,1,2,3,3,3,1,4,1,5,1,3,1,3,4,2,3,1,1,5,3,3,1,High Risk,1
HS2026568,2.57,0.79,0.88,0.91,0.87,0.92,Rarely,21-23 years,Female,300,Nursing,Low income,Always,Yes - fewer than 10 hours/week,2-3 hours,6-7 hours,Low risk,4,4,4,1,1,5,4,5,4,3,4,4,4,1,1,3,1,1,4,5,3,4,2,1,3,4,5,3,4,1,1,5,4,5,4,2,2,3,1,2,2,4,Low Risk,0
HS2026504,2.74,0.79,0.79,0.7,1.0,0.93,Rarely,30-35 years,Female,300,Nursing,Low income,Always,Yes - fewer than 10 hours/week,1-2 hours,4-5 hours,Low risk,2,1,2,2,1,4,2,2,1,3,1,4,4,2,2,4,1,4,4,3,4,4,4,2,1,3,5,2,2,2,1,4,2,2,1,5,1,4,5,3,4,2,Low Risk,0
HS2026331,2.41,0.9,0.68,0.7,0.88,0.69,Almost never,18-20 years,Female,300,Nursing,Low income,Always,Yes - fewer than 10 hours/week,2-3 hours,6-7 hours,Low risk,3,3,3,3,3,3,5,2,2,2,5,2,4,5,5,3,1,4,4,4,3,3,3,3,2,3,3,4,3,3,3,3,5,2,2,4,2,2,2,5,5,3,Low Risk,0
HS2026301,2.61,1.0,0.7,0.89,1.0,1.0,Rarely,27-29 years,Male,300,Nursing,Middle income,Sometimes (monthly),No,3-4 hours,6-7 hours,Very low risk,4,5,4,4,4,3,1,3,3,4,1,2,3,1,3,4,3,2,1,2,1,3,2,3,3,4,3,1,4,4,4,3,1,3,3,2,3,2,4,1,2,4,Low Risk,0
HS2026413,2.19,0.75,0.79,0.73,0.95,0.93,Rarely,21-23 years,Male,300,Nursing,Upper-middle income,Rarely (once or twice a semester),Yes - fewer than 10 hours/week,2-3 hours,6-7 hours,High risk,3,3,1,3,3,2,2,3,5,2,3,2,3,3,4,4,4,4,3,4,3,4,3,2,4,3,4,2,1,3,3,2,2,3,5,2,4,4,1,4,3,3,High Risk,1
HS2026261,1.91,0.99,0.69,1.0,0.94,0.79,Almost never,27-29 years,Male,300,Nursing,Middle income,Rarely (once or twice a semester),Yes - more than 20 hours/week,2-3 hours,4-5 hours,High risk,3,4,5,5,2,5,2,2,3,3,1,2,5,3,2,4,2,3,4,3,3,4,2,3,4,3,3,4,5,5,2,5,2,2,3,4,4,4,4,1,4,3,Moderate Risk,1
HS2026549,2.39,0.99,0.7,0.69,0.96,0.92,Sometimes,21-23 years,Female,300,Nursing,Middle income,Rarely (once or twice a semester),No,1-2 hours,4-5 hours,Low risk,3,1,1,3,5,5,3,4,4,2,2,4,1,2,3,1,5,2,3,3,3,3,1,2,2,2,5,3,1,3,5,5,3,4,4,2,2,5,1,2,1,3,Moderate Risk,1
HS2026364,2.81,0.9,0.89,0.7,0.8,0.85,Rarely,24-26 years,Female,300,Nursing,Low income,Never,Yes - 10-20 hours/week,2-3 hours,More than 8 hours,Moderate risk,2,3,4,4,2,3,4,4,1,2,3,3,2,4,2,2,4,2,5,1,4,3,2,1,3,2,4,2,4,4,2,3,4,4,1,2,4,3,4,5,4,2,Low Risk,0
HS2026053,2.17,0.66,0.9,0.69,1.0,0.66,Sometimes,21-23 years,Male,200,Nursing,Low income,Sometimes (monthly),No,3-4 hours,5-6 hours,Moderate risk,2,2,2,4,2,3,1,4,2,4,1,3,3,3,3,5,5,5,5,5,2,3,1,5,4,2,2,1,3,1,2,3,1,2,1,2,2,2,2,2,2,2,High Risk,1
HS2026293,2.34,0.69,0.88,0.64,0.94,0.79,Rarely,21-23 years,Female,300,Nursing,Middle income,Rarely (once or twice a semester),No,3-4 hours,More than 8 hours,Low risk,2,3,4,1,1,1,2,4,2,2,4,4,2,1,1,3,3,2,5,3,2,4,3,2,3,1,5,4,4,1,1,1,2,4,2,5,4,5,4,3,4,2,Low Risk,0
HS2026319,1.95,0.69,1.0,0.9,0.75,0.7,Sometimes,21-23 years,Female,300,Nursing,High income,Never,Yes - fewer than 10 hours/week,1-2 hours,6-7 hours,High risk,2,3,3,1,1,4,3,2,3,2,3,5,4,2,1,2,5,2,1,2,4,3,3,3,4,3,3,1,3,1,1,4,3,2,3,3,3,2,1,4,4,2,Moderate Risk,1
HS2026292,3.55,0.7,0.99,0.77,0.93,0.6,Rarely,30-35 years,Female,300,Nursing,Middle income,Rarely (once or twice a semester),Yes - more than 20 hours/week,3-4 hours,More than 8 hours,Moderate risk,1,1,3,3,1,1,2,4,3,2,3,3,3,2,3,3,4,5,3,5,2,2,4,3,2,3,2,5,3,3,1,1,2,4,3,4,1,3,4,3,3,1,Low Risk,0
HS2026156,2.63,0.7,0.78,0.79,0.9,0.73,Almost never,18-20 years,Female,200,Nursing,Middle income,Rarely (once or twice a semester),No,2-3 hours,Less than 4 hours,Moderate risk,1,3,1,2,2,1,3,3,1,2,5,3,4,4,3,4,4,4,1,4,1,4,3,5,2,3,1,5,1,2,2,1,3,3,1,2,2,5,4,3,2,1,Moderate Risk,1
HS2026004,2.52,0.81,0.95,0.95,0.77,0.78,Sometimes,18-20 years,Male,200,Nursing,Very low income,Often (weekly),Yes - fewer than 10 hours/week,Less than 1 hour,5-6 hours,Very low risk,5,4,4,4,5,5,5,5,5,5,4,4,4,4,5,5,4,4,4,4,4,3,4,5,5,5,5,5,5,4,4,4,4,4,5,5,5,5,3,4,4,4,Low Risk,0
HS2026013,3.48,0.45,0.8,0.8,0.89,0.78,Rarely,24-26 years,Female,200,Nursing,Upper-middle income,Rarely (once or twice a semester),Yes - 10-20 hours/week,Less than 1 hour,6-7 hours,Low risk,3,3,3,3,4,2,2,4,2,2,2,3,2,3,2,3,3,3,3,3,2,3,3,3,2,3,3,3,3,2,2,2,2,3,2,3,2,3,3,3,2,3,Moderate Risk,1
HS2026097,1.69,0.69,0.99,0.93,0.94,0.9,Rarely,27-29 years,Male,200,Nursing,High income,Never,No,2-3 hours,6-7 hours,Moderate risk,3,3,3,3,4,2,2,4,2,2,4,4,2,4,3,5,2,3,2,2,4,2,1,2,2,2,3,2,3,3,4,2,2,4,2,1,3,4,4,2,3,3,Moderate Risk,1
HS2026382,2.63,0.7,0.89,0.79,1.0,0.89,Sometimes,18-20 years,Male,300,Nursing,Middle income,Sometimes (monthly),Yes - fewer than 10 hours/week,2-3 hours,More than 8 hours,Moderate risk,2,3,3,4,5,1,2,2,3,4,2,1,3,3,5,5,3,1,3,1,2,3,2,1,3,4,4,2,3,4,5,1,2,2,3,1,3,3,4,5,2,2,High Risk,1
HS2026375,3.43,1.0,0.59,0.76,0.85,0.96,Sometimes,24-26 years,Female,300,Nursing,Middle income,Always,No,1-2 hours,6-7 hours,High risk,3,5,2,2,3,1,3,3,5,4,3,4,1,3,4,4,2,1,2,1,4,4,1,2,3,4,3,3,2,2,3,1,3,3,5,3,4,3,4,3,5,3,Low Risk,0
HS2026309,1.57,1.0,0.69,0.76,0.97,0.7,Rarely,21-23 years,Male,300,Nursing,Low income,Sometimes (monthly),Yes - 10-20 hours/week,3-4 hours,5-6 hours,Moderate risk,5,4,3,4,5,4,2,4,3,3,1,4,1,3,3,4,2,1,3,5,2,4,2,4,4,2,2,4,3,4,5,4,2,4,3,1,3,2,3,2,5,5,Moderate Risk,1
HS2026402,2.65,0.79,0.99,0.79,0.76,0.93,Sometimes,27-29 years,Female,300,Nursing,Middle income,Rarely (once or twice a semester),Yes - 10-20 hours/week,1-2 hours,More than 8 hours,Moderate risk,5,5,3,5,3,2,2,1,4,4,4,4,4,1,5,4,3,5,1,1,1,4,3,5,4,5,3,5,3,5,3,2,2,1,4,2,3,2,4,2,3,5,High Risk,1
HS2026177,3.02,0.93,0.93,0.79,0.77,0.68,Almost never,27-29 years,Female,200,Nursing,Upper-middle income,Never,No,2-3 hours,6-7 hours,High risk,5,1,2,2,1,3,4,2,4,5,1,1,3,5,4,2,3,1,3,3,1,2,4,1,4,1,2,3,2,2,1,3,4,2,4,5,4,3,2,1,2,5,Low Risk,0
HS2026483,2.7,0.66,0.7,0.79,0.92,0.7,Rarely,21-23 years,Female,300,Nursing,Middle income,Rarely (once or twice a semester),No,1-2 hours,6-7 hours,Low risk,2,2,5,3,1,4,1,4,2,3,4,5,1,2,3,2,3,3,2,2,2,4,4,2,3,5,1,2,5,3,1,4,1,4,2,3,2,4,2,1,3,2,Low Risk,0
HS2026136,3.35,0.91,0.8,0.79,0.84,0.67,Sometimes,27-29 years,Male,200,Nursing,Low income,Often (weekly),Yes - more than 20 hours/week,1-2 hours,6-7 hours,Moderate risk,5,4,3,3,4,2,5,5,4,1,3,4,2,3,3,2,2,3,3,2,1,2,3,2,4,2,2,4,3,3,4,2,5,5,4,3,3,3,3,3,3,5,Low Risk,0
HS2026253,2.3,0.79,0.99,0.93,0.92,0.91,Rarely,21-23 years,Male,300,Nursing,Upper-middle income,Rarely (once or twice a semester),Yes - more than 20 hours/week,3-4 hours,5-6 hours,High risk,2,3,1,2,5,3,2,3,4,1,2,4,1,1,3,3,5,2,3,1,3,5,1,3,3,3,3,5,1,2,5,3,2,3,4,1,1,3,2,5,4,2,Low Risk,0
HS2026047,2.6,0.49,0.89,0.89,0.72,0.79,Rarely,21-23 years,Female,200,Nursing,Middle income,Sometimes (monthly),No,Less than 1 hour,6-7 hours,High risk,5,4,5,4,5,4,5,4,4,4,5,4,2,4,2,1,2,1,2,2,3,5,5,5,3,3,2,4,4,4,4,4,3,5,4,4,3,3,3,3,3,3,High Risk,1
HS2026056,1.83,0.8,0.72,0.89,0.93,0.7,Rarely,18-20 years,Female,200,Nursing,Low income,Always,No,2-3 hours,5-6 hours,Moderate risk,2,3,2,1,3,2,2,1,3,2,3,4,2,2,3,3,2,1,2,3,2,2,2,2,3,3,2,3,2,2,2,3,2,3,1,1,2,2,2,2,1,2,High Risk,1
