SID,CGPA_Y1,GPA_S1,CA_AVG,EXAM_AVG,CLIN_AVG,LAB_AVG,ATT_RATE,FAIL_COUNT,WARN_STATUS,ASSIGN_LATE,Age_group,Gender,Year_study,Programme,SES,Financial_diff,Employment_hrs,Study_hrs_day,Sleep_hrs,Self_risk_percep,Reviews notes within 24h,Understands content pre-exam,Seeks help when stuck,Uses library regularly,Completes readings,Takes organised notes,Concentration in self-study,Participates in class,Clinical takes study time,Prepared for clinical assess,Rotations affect performance,Adequate supervision,Schedule conflicts,Confident in clinical skills,Anxious about assessments,Sleep difficulty,Burnt out,Hopeless/unmotivated,Physical health affected,Considered break,Emotionally supported,Lecturers approachable,Sleep affects concentration,Regular exercise,Balanced diet,Health interferes studies,Takes rest breaks,Sense of belonging,Participates in clubs,Adequate advisory support,Concerns taken seriously,Early intervention provided,Peer study groups effective,Knows where to get help,Programme prepares for career,Confident to complete prog,Can improve performance,Sets academic goals,Persists when difficult,Manages time effectively,Self-motivates,Feels prepared,RISK_LABEL
HS2026351,2.78925,2.76,0.68,0.84,0.96,0.84,0.69,2,No,Rarely,27-29 years,Male,300,Nursing,High income,Never,Yes - fewer than 10 hours/week,More than 4 hours,4-5 hours,Moderate risk,4,4,2,2,3,3,2,1,1,1,1,2,2,4,5,3,3,3,2,4,2,2,2,3,2,2,3,2,2,2,3,3,2,1,1,2,4,4,2,2,4,4,High Risk
HS2026352,3.0815,2.85,0.98,0.78,0.92,0.89,0.7,1,No,Almost never,27-29 years,Female,300,Nursing,Middle income,Sometimes (monthly),No,2-3 hours,6-7 hours,Low risk,3,3,1,2,1,5,4,3,3,5,3,1,4,3,3,2,2,5,2,3,3,3,5,3,2,2,2,2,1,2,1,5,4,3,3,2,3,5,2,2,3,3,Moderate Risk
HS2026353,3.12575,3.06,0.78,0.7,1,0.72,0.69,0,No,Sometimes,21-23 years,Male,300,Nursing,High income,Never,Yes - more than 20 hours/week,1-2 hours,4-5 hours,Very low risk,5,2,5,3,3,4,1,3,2,3,3,2,2,2,2,3,4,3,3,4,3,1,2,3,4,3,1,4,5,3,3,4,1,3,2,5,2,4,3,5,4,5,Low Risk
HS2026354,3.19125,3.07,0.69,0.9,0.89,0.95,0.79,0,No,Sometimes,30-35 years,Male,300,Nursing,Middle income,Sometimes (monthly),Yes - more than 20 hours/week,More than 4 hours,Less than 4 hours,Low risk,3,3,4,1,1,2,1,5,2,1,1,1,4,2,4,4,2,3,1,5,5,4,3,3,5,1,1,3,4,1,1,2,1,5,2,3,5,4,2,5,2,3,Low Risk
HS2026355,3.0845,2.89,0.6,1,0.9,1,0.69,0,No,Rarely,27-29 years,Male,300,Nursing,Middle income,Rarely (once or twice a semester),No,Less than 1 hour,6-7 hours,Low risk,3,1,2,3,3,4,3,2,3,2,1,3,3,3,1,1,2,5,3,3,3,2,1,3,3,4,3,2,2,3,3,4,3,2,3,4,2,3,2,5,4,3,Low Risk
HS2026356,2.40825,2.22,0.79,0.79,1,0.85,1,3,No,Rarely,18-20 years,Female,300,Nursing,Middle income,Rarely (once or twice a semester),No,Less than 1 hour,4-5 hours,High risk,2,4,3,2,2,2,2,2,2,4,4,1,4,4,3,1,3,5,4,3,5,4,4,3,2,3,2,3,3,2,2,2,2,2,2,4,4,2,4,2,4,2,High Risk
HS2026357,2.334,2.28,0.89,0.96,1,0.94,0.79,3,No,Rarely,18-20 years,Male,300,Nursing,Middle income,Rarely (once or twice a semester),No,1-2 hours,6-7 hours,High risk,4,1,2,3,2,4,4,4,3,1,2,4,5,4,3,5,3,3,3,1,3,4,4,3,2,2,4,1,2,3,2,4,4,4,3,4,3,5,4,3,4,4,High Risk
HS2026358,2.72875,2.56,0.91,0.92,0.7,0.88,0.9,2,No,Rarely,21-23 years,Female,300,Nursing,Middle income,Rarely (once or twice a semester),Yes - 10-20 hours/week,2-3 hours,4-5 hours,Very low risk,3,3,2,3,2,4,2,4,3,3,3,1,4,1,2,2,2,1,5,2,3,2,1,4,5,4,2,3,2,3,2,4,2,4,3,2,4,3,5,3,2,3,High Risk
HS2026359,2.75475,2.69,0.66,1,0.69,0.9,0.9,1,No,Almost never,21-23 years,Male,300,Nursing,Low income,Sometimes (monthly),No,3-4 hours,6-7 hours,Low risk,5,2,1,5,5,3,2,1,4,2,1,3,3,5,4,1,2,4,5,3,2,4,5,2,5,5,2,2,1,5,5,3,2,1,4,4,4,2,2,1,4,5,Moderate Risk
HS2026360,3.06675,2.91,1,0.89,0.7,0.84,0.92,0,No,Sometimes,24-26 years,Male,300,Nursing,Low income,Often (weekly),No,More than 4 hours,4-5 hours,Low risk,2,3,4,2,2,5,3,2,3,3,3,2,3,4,5,1,4,3,3,2,2,4,2,3,2,4,2,3,4,2,2,5,3,2,3,2,2,1,1,5,3,2,Low Risk
HS2026361,3.347,3.3,0.79,0.93,0.69,0.66,0.78,0,No,Sometimes,27-29 years,Male,300,Nursing,Upper-middle income,Rarely (once or twice a semester),No,3-4 hours,5-6 hours,Low risk,3,2,1,4,3,3,3,2,3,3,1,3,3,5,2,2,3,3,4,4,4,2,4,5,5,5,1,4,1,4,3,3,3,2,3,3,3,4,3,3,1,3,Low Risk
HS2026362,3.13025,3.43,0.7,0.8,0.79,0.77,0.7,0,No,Rarely,21-23 years,Male,300,Nursing,Low income,Always,Yes - fewer than 10 hours/week,3-4 hours,4-5 hours,Moderate risk,1,3,3,2,2,5,2,3,2,2,3,1,3,4,2,1,1,5,3,3,1,3,4,2,3,3,2,2,3,2,2,5,2,3,2,1,1,4,3,2,3,1,Low Risk
HS2026363,3.172,3.26,0.93,0.8,0.69,0.99,0.89,0,No,Rarely,21-23 years,Male,300,Nursing,Low income,Always,No,More than 4 hours,5-6 hours,Moderate risk,1,1,1,4,5,4,4,3,2,1,2,3,5,3,2,3,5,2,3,5,4,1,4,5,5,5,2,3,1,4,5,4,4,3,2,1,1,2,2,5,3,1,Low Risk
HS2026364,3.12125,2.81,0.9,0.89,0.7,0.8,0.85,0,No,Rarely,24-26 years,Female,300,Nursing,Low income,Never,Yes - 10-20 hours/week,2-3 hours,More than 8 hours,Moderate risk,2,3,4,4,2,3,4,4,1,2,3,3,2,4,2,2,4,2,5,1,4,3,2,1,3,2,4,2,4,4,2,3,4,4,1,2,4,3,4,5,4,2,Low Risk
HS2026365,2.6275,2.3,0.6,0.93,0.7,0.83,0.69,3,No,Rarely,24-26 years,Male,300,Nursing,Middle income,Sometimes (monthly),Yes - 10-20 hours/week,More than 4 hours,More than 8 hours,Moderate risk,2,1,4,3,2,2,2,3,5,2,3,1,2,5,1,2,1,4,1,3,3,1,4,4,5,2,2,5,4,3,2,2,2,3,5,2,2,2,2,2,4,2,High Risk
HS2026366,3.047,2.81,0.79,0.9,0.9,0.88,0.73,0,No,Almost never,21-23 years,Female,300,Nursing,Low income,Always,No,3-4 hours,More than 8 hours,Moderate risk,5,4,4,1,4,3,3,2,3,3,2,5,1,1,1,3,5,3,1,3,3,1,4,4,1,3,4,1,4,1,4,3,3,2,3,3,2,3,2,3,3,5,Low Risk
HS2026367,2.62125,2.67,0.87,0.79,1,0.84,0.69,4,No,Sometimes,30-35 years,Female,300,Nursing,Middle income,Sometimes (monthly),No,1-2 hours,6-7 hours,High risk,3,2,1,5,4,3,1,2,3,3,4,5,1,3,5,2,1,4,3,4,4,2,3,3,4,3,3,2,1,5,4,3,1,2,3,3,5,4,2,1,3,3,High Risk
HS2026368,3.2085,3.44,0.78,0.67,0.68,0.6,0.68,0,No,Sometimes,21-23 years,Female,300,Nursing,Upper-middle income,Never,No,3-4 hours,5-6 hours,Moderate risk,3,4,3,5,2,1,1,2,5,4,4,5,1,2,3,4,3,1,4,5,3,2,3,3,2,2,1,5,3,5,2,1,1,2,5,3,4,2,3,2,2,3,Low Risk
HS2026369,3.3085,3.28,0.99,0.72,0.98,0.98,0.84,0,No,Rarely,21-23 years,Female,300,Nursing,Upper-middle income,Never,Yes - fewer than 10 hours/week,3-4 hours,4-5 hours,Low risk,5,4,3,3,3,3,1,3,4,3,5,2,2,1,2,1,4,2,3,4,5,3,5,4,3,4,2,5,3,3,3,3,1,3,4,2,1,4,4,3,1,5,Low Risk
HS2026370,2.7725,2.78,0.88,0.69,0.78,0.57,0.78,1,No,Rarely,24-26 years,Female,300,Nursing,Middle income,Rarely (once or twice a semester),No,3-4 hours,6-7 hours,Moderate risk,4,5,1,5,2,1,4,3,4,2,3,4,4,3,5,3,5,4,4,2,2,1,1,1,4,2,5,4,1,5,2,1,4,3,4,3,3,1,3,5,3,4,Moderate Risk
HS2026371,3.36975,3.35,1,1,0.77,1,0.7,0,No,Rarely,30-35 years,Male,300,Nursing,Middle income,Rarely (once or twice a semester),Yes - 10-20 hours/week,1-2 hours,4-5 hours,Low risk,4,2,3,2,4,5,3,5,3,2,2,5,3,2,2,1,5,2,5,1,3,2,2,4,4,1,4,3,3,2,4,5,3,5,3,3,3,2,5,5,3,4,Low Risk
HS2026372,2.8405,2.65,0.89,0.59,0.94,0.86,0.9,0,No,Rarely,27-29 years,Male,300,Nursing,High income,Never,Yes - fewer than 10 hours/week,3-4 hours,Less than 4 hours,Very low risk,2,2,3,1,2,4,2,4,1,3,4,2,4,3,4,4,4,1,3,2,3,1,4,3,1,2,1,4,3,1,2,4,2,4,1,4,2,2,5,1,4,2,Low Risk
HS2026373,2.38,2.43,0.9,0.55,0.95,0.78,1,2,No,Almost never,27-29 years,Female,300,Nursing,Low income,Sometimes (monthly),No,3-4 hours,6-7 hours,Low risk,2,3,4,4,2,3,4,3,3,4,4,2,3,2,1,1,2,3,3,3,5,4,5,2,3,2,3,5,4,4,2,3,4,3,3,3,3,2,3,3,4,2,High Risk
HS2026374,2.7745,3.02,1,0.96,0.67,0.83,0.79,2,No,Sometimes,21-23 years,Female,300,Nursing,Middle income,Never,Yes - fewer than 10 hours/week,2-3 hours,4-5 hours,Low risk,4,1,1,4,4,5,2,2,3,3,2,2,2,3,3,3,5,1,3,1,1,5,1,1,1,3,5,1,1,4,4,5,2,2,3,4,3,2,1,2,3,4,High Risk
HS2026375,3.089,3.43,1,0.59,0.76,0.85,0.96,0,No,Sometimes,24-26 years,Female,300,Nursing,Middle income,Always,No,1-2 hours,6-7 hours,High risk,3,5,2,2,3,1,3,3,5,4,3,4,1,3,4,4,2,1,2,1,4,4,1,2,3,4,3,3,2,2,3,1,3,3,5,3,4,3,4,3,5,3,Low Risk
HS2026376,2.77175,2.5,0.7,0.93,1,0.89,0.92,0,No,Rarely,27-29 years,Male,300,Nursing,Low income,Always,No,3-4 hours,4-5 hours,High risk,3,2,5,4,2,3,4,2,4,5,5,3,4,5,3,2,1,3,3,4,5,1,4,5,2,4,3,3,5,4,2,3,4,2,4,2,4,1,3,1,4,3,Low Risk
HS2026377,2.73525,2.74,0.69,0.75,1,0.87,1,2,No,Rarely,27-29 years,Female,300,Nursing,Middle income,Never,Yes - more than 20 hours/week,1-2 hours,6-7 hours,Very low risk,3,4,3,3,2,2,4,3,4,3,4,3,3,4,5,5,3,5,2,4,3,1,5,5,4,4,3,4,3,3,2,2,4,3,4,5,3,5,4,4,3,3,High Risk
HS2026378,3.0145,3.17,0.7,0.57,0.7,0.79,0.89,0,No,Rarely,21-23 years,Male,300,Nursing,Upper-middle income,Never,Yes - fewer than 10 hours/week,3-4 hours,4-5 hours,Low risk,1,5,5,2,1,3,3,4,1,2,3,5,3,4,1,3,4,2,2,3,1,2,1,1,2,3,2,2,5,2,1,3,3,4,1,3,1,5,3,2,4,1,Low Risk
HS2026379,3.10675,2.91,0.69,0.89,0.69,0.8,0.92,0,No,Rarely,30-35 years,Male,300,Nursing,Low income,Sometimes (monthly),No,3-4 hours,5-6 hours,Low risk,3,2,3,2,1,1,2,5,4,3,4,2,3,2,2,3,3,2,4,4,3,3,5,3,5,1,2,4,3,2,1,1,2,5,4,1,2,1,1,3,1,3,Low Risk
HS2026380,3.18075,3.02,0.79,1,0.7,0.77,0.78,0,No,Almost never,27-29 years,Male,300,Nursing,Middle income,Rarely (once or twice a semester),Yes - fewer than 10 hours/week,Less than 1 hour,4-5 hours,Low risk,2,3,4,2,1,3,2,3,4,5,2,2,5,1,4,3,4,4,1,2,4,2,2,4,2,1,3,1,4,2,1,3,2,3,4,3,1,3,2,3,4,2,Low Risk
HS2026381,2.1415,2.37,0.69,0.89,0.69,0.92,0.7,3,No,Sometimes,18-20 years,Female,300,Nursing,Upper-middle income,Rarely (once or twice a semester),Yes - fewer than 10 hours/week,1-2 hours,5-6 hours,Moderate risk,3,3,3,3,3,3,4,3,2,2,2,2,3,4,3,2,1,5,1,1,1,4,4,4,1,3,4,3,3,3,3,3,4,3,2,5,2,3,2,1,3,3,High Risk
HS2026382,2.649,2.63,0.7,0.89,0.79,1,0.89,2,No,Sometimes,18-20 years,Male,300,Nursing,Middle income,Sometimes (monthly),Yes - fewer than 10 hours/week,2-3 hours,More than 8 hours,Moderate risk,2,3,3,4,5,1,2,2,3,4,2,1,3,3,5,5,3,1,3,1,2,3,2,1,3,4,4,2,3,4,5,1,2,2,3,1,3,3,4,5,2,2,High Risk
HS2026383,2.879,2.81,0.7,0.89,0.69,0.9,0.85,1,No,Rarely,21-23 years,Female,300,Nursing,High income,Never,No,1-2 hours,More than 8 hours,Moderate risk,4,5,2,3,2,5,5,1,5,1,3,5,5,2,4,2,2,4,4,4,3,4,4,1,2,1,4,1,2,3,2,5,5,1,5,1,1,1,3,4,1,4,Moderate Risk
HS2026384,2.875,2.61,0.9,0.7,1,0.87,0.69,2,No,Rarely,21-23 years,Male,300,Nursing,Middle income,Sometimes (monthly),Yes - more than 20 hours/week,3-4 hours,More than 8 hours,Moderate risk,1,3,4,4,3,3,1,3,4,5,3,5,5,5,4,5,3,3,2,5,3,4,1,2,3,3,2,2,4,4,3,3,1,3,4,3,2,1,2,4,2,1,High Risk
HS2026385,2.8115,2.89,1,0.77,0.79,0.78,0.73,3,No,Rarely,24-26 years,Male,300,Nursing,High income,Never,Yes - more than 20 hours/week,3-4 hours,6-7 hours,Moderate risk,2,5,2,1,2,3,2,1,4,5,2,1,3,4,5,2,1,4,5,3,5,3,5,4,1,4,1,3,2,1,2,3,2,1,4,1,2,1,1,4,3,2,High Risk
HS2026386,2.46225,2.74,0.7,0.79,0.9,1,0.69,4,No,Rarely,27-29 years,Male,300,Nursing,Middle income,Sometimes (monthly),No,3-4 hours,5-6 hours,High risk,2,4,1,2,3,2,2,5,4,1,4,2,1,2,1,3,5,4,2,4,3,3,2,4,4,1,3,5,1,2,3,2,2,5,4,5,2,2,2,4,2,2,High Risk
HS2026387,3.037,3.22,0.77,0.69,0.9,0.69,0.68,0,No,Almost never,21-23 years,Male,300,Nursing,Middle income,Rarely (once or twice a semester),No,2-3 hours,4-5 hours,Moderate risk,3,2,1,3,2,2,4,2,5,4,3,3,5,2,1,1,2,2,3,5,2,3,1,3,1,1,2,5,1,3,2,2,4,2,5,3,4,5,5,2,5,3,Low Risk
HS2026388,2.32725,2.46,0.79,0.6,0.92,1,0.84,2,No,Sometimes,21-23 years,Male,300,Nursing,Middle income,Rarely (once or twice a semester),No,2-3 hours,6-7 hours,Low risk,1,1,3,3,1,3,3,4,1,2,3,3,1,1,2,4,3,1,3,4,4,1,4,2,3,3,1,5,3,3,1,3,3,4,1,3,4,1,2,5,4,1,High Risk
HS2026389,2.2655,2.5,0.69,0.79,0.78,0.92,0.78,1,No,Sometimes,24-26 years,Female,300,Nursing,Middle income,Rarely (once or twice a semester),Yes - 10-20 hours/week,Less than 1 hour,4-5 hours,Moderate risk,4,5,2,4,4,4,5,1,2,4,3,1,2,4,4,2,2,4,4,2,2,2,3,3,1,5,5,3,2,4,4,4,5,1,2,5,4,2,4,2,5,4,Moderate Risk
HS2026390,2.8865,2.94,0.78,0.89,0.7,0.95,0.7,2,No,Rarely,24-26 years,Male,300,Nursing,Middle income,Rarely (once or twice a semester),No,1-2 hours,Less than 4 hours,Low risk,5,2,3,2,5,4,4,5,2,2,2,1,3,4,3,3,5,1,5,3,3,5,1,1,4,3,4,1,3,2,5,4,4,5,2,4,3,3,3,2,4,5,High Risk
HS2026391,2.88825,3,0.99,0.91,0.89,0.85,0.9,1,No,Rarely,21-23 years,Female,300,Nursing,Low income,Sometimes (monthly),No,More than 4 hours,6-7 hours,Very low risk,4,5,5,3,1,4,2,2,2,1,3,5,2,4,1,2,3,1,4,1,4,4,4,1,1,2,4,4,5,3,1,4,2,2,2,4,5,2,4,1,5,4,Moderate Risk
HS2026392,2.53625,2.2,0.88,0.66,0.85,0.9,1,2,No,Rarely,30-35 years,Female,300,Nursing,Low income,Often (weekly),No,Less than 1 hour,4-5 hours,Low risk,3,1,3,5,2,3,2,2,4,1,2,3,3,2,4,5,3,4,3,5,4,4,3,3,3,5,5,4,3,5,2,3,2,2,4,3,2,5,5,1,4,3,High Risk
HS2026393,2.466,2.44,1,1,0.69,0.7,0.79,0,No,Rarely,21-23 years,Female,300,Nursing,Upper-middle income,Rarely (once or twice a semester),Yes - fewer than 10 hours/week,2-3 hours,6-7 hours,Low risk,3,3,2,4,2,5,1,3,3,4,5,1,5,5,3,4,2,3,4,1,1,2,3,4,3,3,4,3,2,4,2,5,1,3,3,2,3,2,2,3,2,3,Moderate Risk
HS2026394,3.246,3.06,0.89,0.79,0.73,0.94,0.96,0,No,Almost never,21-23 years,Female,300,Nursing,Low income,Always,No,More than 4 hours,4-5 hours,High risk,3,3,1,2,1,5,5,1,4,5,3,4,1,1,5,2,1,4,1,1,3,1,3,1,3,5,3,4,1,2,1,5,5,1,4,5,3,2,2,2,2,3,Low Risk
HS2026395,2.44525,2.44,0.9,0.7,0.69,0.92,0.92,5,No,Sometimes,24-26 years,Female,300,Nursing,Low income,Always,Yes - 10-20 hours/week,1-2 hours,6-7 hours,High risk,3,2,4,1,1,4,2,3,4,4,2,2,1,2,2,4,2,2,2,1,4,3,4,2,1,1,2,3,4,1,1,4,2,3,4,2,3,4,3,1,4,3,High Risk
HS2026396,2.92725,2.78,1,0.93,0.68,0.94,1,2,No,Sometimes,30-35 years,Male,300,Nursing,Low income,Never,Yes - 10-20 hours/week,1-2 hours,4-5 hours,Very low risk,3,4,5,2,1,3,1,1,5,3,2,2,3,4,3,1,3,4,1,5,5,1,5,4,3,5,3,2,5,2,1,3,1,1,5,3,3,5,1,1,3,3,High Risk
HS2026397,3.2835,3.41,1,0.9,0.84,0.86,0.89,0,No,Rarely,27-29 years,Male,300,Nursing,Middle income,Sometimes (monthly),No,1-2 hours,5-6 hours,Low risk,5,3,4,2,4,4,3,5,5,3,4,1,5,4,3,2,3,5,1,1,3,5,3,1,3,1,3,1,4,2,4,4,3,5,5,1,3,3,4,3,2,5,Low Risk
HS2026398,3.137,3.11,0.7,0.6,0.78,0.97,0.93,0,No,Rarely,27-29 years,Female,300,Nursing,Low income,Always,No,Less than 1 hour,4-5 hours,Low risk,2,2,4,2,2,3,5,3,3,1,3,2,1,2,2,3,3,4,3,2,1,4,4,2,4,4,5,1,4,2,2,3,5,3,3,4,3,2,3,2,3,2,Low Risk
HS2026399,3.15525,3.46,0.69,0.79,0.7,0.6,0.8,0,No,Rarely,21-23 years,Female,300,Nursing,Middle income,Sometimes (monthly),No,1-2 hours,5-6 hours,Low risk,2,2,1,2,4,2,2,4,3,4,3,4,2,2,4,4,2,2,2,2,5,3,4,2,3,5,3,3,1,2,4,2,2,4,3,4,3,2,2,4,1,2,Low Risk
HS2026400,2.721,3.11,0.7,0.87,0.9,0.9,0.8,2,No,Rarely,24-26 years,Female,300,Nursing,Upper-middle income,Never,Yes - fewer than 10 hours/week,1-2 hours,More than 8 hours,Moderate risk,3,1,2,4,5,1,2,4,3,3,3,1,2,5,3,2,3,2,4,4,4,2,4,3,1,3,5,2,2,4,5,1,2,4,3,1,4,5,4,2,3,3,High Risk
HS2026401,2.82325,2.93,0.69,0.78,1,0.91,0.89,0,No,Almost never,27-29 years,Male,300,Nursing,Upper-middle income,Never,No,1-2 hours,More than 8 hours,Moderate risk,3,4,1,3,4,3,1,3,3,3,3,4,1,2,2,2,4,1,1,3,3,4,4,1,3,3,3,2,1,3,4,3,1,3,3,5,2,5,5,2,2,3,Low Risk
HS2026402,2.73325,2.65,0.79,0.99,0.79,0.76,0.93,2,No,Sometimes,27-29 years,Female,300,Nursing,Middle income,Rarely (once or twice a semester),Yes - 10-20 hours/week,1-2 hours,More than 8 hours,Moderate risk,5,5,3,5,3,2,2,1,4,4,4,4,4,1,5,4,3,5,1,1,1,4,3,5,4,5,3,5,3,5,3,2,2,1,4,2,3,2,4,2,3,5,High Risk
HS2026403,2.4035,2.56,0.69,0.88,0.96,0.95,0.9,0,No,Sometimes,21-23 years,Male,300,Nursing,Middle income,Rarely (once or twice a semester),Yes - fewer than 10 hours/week,1-2 hours,6-7 hours,Moderate risk,1,3,2,4,1,2,3,3,3,3,4,1,5,3,1,5,1,3,2,4,1,2,2,3,4,2,2,3,2,4,1,2,3,3,3,4,5,5,5,1,4,1,Moderate Risk
HS2026404,3.1095,3.02,0.7,1,0.92,0.91,0.79,1,No,Rarely,30-35 years,Male,300,Nursing,High income,Never,No,2-3 hours,5-6 hours,Moderate risk,3,4,3,3,2,4,4,4,1,2,4,5,3,3,3,4,2,5,3,1,2,4,2,3,2,5,3,1,3,3,2,4,4,4,1,4,2,3,3,2,2,3,Moderate Risk
HS2026405,2.89775,2.94,0.7,0.89,1,0.96,0.67,2,No,Rarely,27-29 years,Male,300,Nursing,Low income,Sometimes (monthly),Yes - fewer than 10 hours/week,2-3 hours,4-5 hours,High risk,2,1,4,3,3,2,5,1,2,4,2,4,3,2,4,1,3,3,2,3,1,4,1,5,1,5,3,4,4,3,3,2,5,1,2,4,5,5,5,2,3,2,High Risk
HS2026406,3.0265,2.91,0.89,0.9,0.89,1,0.72,0,No,Rarely,18-20 years,Female,300,Nursing,Middle income,Never,No,1-2 hours,6-7 hours,Moderate risk,4,1,2,2,3,2,1,5,2,3,3,4,3,3,2,3,1,3,5,3,4,1,5,3,1,3,4,2,2,2,3,2,1,5,2,2,1,3,2,4,2,4,Low Risk
HS2026407,3.119,3.24,0.85,1,0.92,0.92,0.69,0,No,Rarely,18-20 years,Male,300,Nursing,Middle income,Always,No,3-4 hours,4-5 hours,Low risk,1,2,2,3,4,1,3,2,3,3,4,4,2,2,2,2,1,5,1,3,1,3,3,2,5,3,2,3,2,3,4,1,3,2,3,4,4,5,2,2,5,1,Low Risk
HS2026408,3.089,3,0.69,1,0.78,0.99,1,0,No,Almost never,21-23 years,Female,300,Nursing,Low income,Always,Yes - more than 20 hours/week,2-3 hours,Less than 4 hours,Moderate risk,2,2,2,4,3,3,2,5,4,4,5,5,2,4,3,3,3,4,4,5,5,2,4,2,5,5,2,4,2,4,3,3,2,5,4,4,4,1,3,4,1,2,Low Risk
HS2026409,2.59325,2.63,0.73,0.7,0.7,1,0.59,0,No,Sometimes,21-23 years,Male,300,Nursing,Middle income,Never,Yes - fewer than 10 hours/week,2-3 hours,6-7 hours,Low risk,3,2,4,5,3,3,2,5,3,2,3,2,3,1,2,2,4,2,3,3,3,3,5,4,3,4,1,2,4,5,3,3,2,5,3,3,3,4,3,3,2,3,Low Risk
HS2026410,2.838,2.56,0.8,0.69,0.89,0.9,0.55,1,No,Sometimes,24-26 years,Male,300,Nursing,Upper-middle income,Never,No,2-3 hours,4-5 hours,Very low risk,3,4,1,5,3,4,4,1,5,4,4,5,3,3,4,2,1,3,1,3,4,3,1,4,3,1,3,2,1,5,3,4,4,1,5,3,3,2,2,1,5,3,Moderate Risk
HS2026411,3.05975,2.87,0.67,0.7,0.85,0.64,0.96,0,No,Rarely,27-29 years,Male,300,Nursing,Low income,Sometimes (monthly),Yes - fewer than 10 hours/week,1-2 hours,6-7 hours,Low risk,2,2,4,2,2,4,1,4,3,2,3,2,3,3,2,3,4,3,4,4,3,3,4,1,4,2,2,3,4,2,2,4,1,4,3,5,4,3,4,2,5,2,Low Risk
HS2026412,2.845,2.67,0.8,0.69,0.69,0.59,0.59,0,No,Rarely,21-23 years,Male,300,Nursing,Middle income,Rarely (once or twice a semester),Yes - fewer than 10 hours/week,1-2 hours,4-5 hours,Low risk,3,1,5,1,2,1,5,5,3,3,3,4,1,2,3,1,1,3,4,3,1,4,2,4,3,4,5,2,5,1,2,1,5,5,3,1,1,4,2,5,4,3,Low Risk
HS2026413,2.59375,2.19,0.75,0.79,0.73,0.95,0.93,2,No,Rarely,21-23 years,Male,300,Nursing,Upper-middle income,Rarely (once or twice a semester),Yes - fewer than 10 hours/week,2-3 hours,6-7 hours,High risk,3,3,1,3,3,2,2,3,5,2,3,2,3,3,4,4,4,4,3,4,3,4,3,2,4,3,4,2,1,3,3,2,2,3,5,2,4,4,1,4,3,3,High Risk
HS2026414,2.9005,2.87,0.8,0.69,0.69,0.82,0.75,6,No,Rarely,24-26 years,Female,300,Nursing,Middle income,Sometimes (monthly),No,2-3 hours,4-5 hours,High risk,1,2,5,4,2,4,2,2,2,3,4,5,2,4,2,3,4,1,3,4,2,3,3,2,3,2,5,2,5,4,2,4,2,2,2,4,3,1,2,1,4,1,High Risk
HS2026415,2.5525,1.9,0.78,0.7,0.68,1,0.57,4,No,Almost never,24-26 years,Male,300,Nursing,High income,Never,Yes - more than 20 hours/week,2-3 hours,5-6 hours,Very low risk,5,3,2,2,1,4,4,3,1,2,4,1,3,5,2,3,1,5,2,1,2,2,2,2,3,5,3,4,2,2,1,4,4,3,1,5,2,3,2,3,5,5,High Risk
HS2026416,3.12775,3.39,0.66,0.7,0.84,0.87,0.89,0,No,Sometimes,21-23 years,Female,300,Nursing,Middle income,Sometimes (monthly),Yes - more than 20 hours/week,2-3 hours,4-5 hours,Low risk,5,4,4,3,5,3,4,3,1,5,3,3,2,2,3,4,1,3,2,1,3,4,2,2,1,3,4,1,4,3,5,3,4,3,1,1,1,1,3,5,1,5,Low Risk
HS2026417,2.8935,2.96,0.5,0.9,0.78,0.92,1,1,No,Sometimes,30-35 years,Female,300,Nursing,High income,Never,No,1-2 hours,5-6 hours,Low risk,2,3,2,5,5,3,2,3,4,4,3,4,3,3,3,5,2,3,1,2,5,4,5,4,5,5,2,2,2,5,5,3,2,3,4,1,2,3,4,3,3,2,Moderate Risk
HS2026418,2.611,2.85,0.63,1,0.7,0.82,0.89,2,No,Rarely,21-23 years,Female,300,Nursing,Middle income,Sometimes (monthly),No,Less than 1 hour,More than 8 hours,Low risk,1,4,3,1,4,3,3,3,2,3,1,3,3,3,2,4,3,2,4,3,1,3,3,5,1,2,4,2,3,1,4,3,3,3,2,4,5,2,4,3,3,1,High Risk
HS2026419,2.71675,2.69,0.78,0.7,0.9,0.88,0.89,2,No,Rarely,21-23 years,Female,300,Nursing,Middle income,Rarely (once or twice a semester),No,2-3 hours,More than 8 hours,Moderate risk,3,4,1,3,2,4,5,3,2,2,3,5,4,2,1,4,2,2,2,4,2,3,4,5,4,1,2,3,1,3,2,4,5,3,2,5,5,4,4,3,4,3,High Risk
HS2026420,3.20025,3.48,0.99,0.77,1,0.85,0.89,0,No,Rarely,24-26 years,Female,300,Nursing,Middle income,Rarely (once or twice a semester),Yes - 10-20 hours/week,2-3 hours,More than 8 hours,Moderate risk,2,1,5,1,2,1,2,5,1,1,2,4,2,2,3,2,3,2,4,2,2,4,3,3,5,1,5,5,5,1,2,1,2,5,1,1,1,2,3,2,2,2,Low Risk
