SID,GPA_S1,CA_AVG,EXAM_AVG,CLIN_AVG,LAB_AVG,ATT_RATE,ASSIGN_LATE,Age_group,Gender,Year_study,Programme,SES,Financial_diff,Employment_hrs,Study_hrs_day,Sleep_hrs,Self_risk_percep,Reviews notes within 24h,Understands content pre-exam,Seeks help when stuck,Uses library regularly,Completes readings,Takes organised notes,Concentration in self-study,Participates in class,Clinical takes study time,Prepared for clinical assess,Rotations affect performance,Adequate supervision,Schedule conflicts,Confident in clinical skills,Anxious about assessments,Sleep difficulty,Burnt out,Hopeless/unmotivated,Physical health affected,Considered break,Emotionally supported,Lecturers approachable,Sleep affects concentration,Regular exercise,Balanced diet,Health interferes studies,Takes rest breaks,Sense of belonging,Participates in clubs,Adequate advisory support,Concerns taken seriously,Early intervention provided,Peer study groups effective,Knows where to get help,Programme prepares for career,Confident to complete prog,Can improve performance,Sets academic goals,Persists when difficult,Manages time effectively,Self-motivates,Feels prepared,RISK_LABEL
HS2026360,2.91,1,0.89,0.7,0.84,0.92,Sometimes,24-26 years,Male,300,BSc Nursing,Low income,Often (weekly),No,More than 4 hours,4-5 hours,Low risk,2,3,4,2,2,5,3,2,3,3,3,2,3,4,5,1,4,3,3,2,2,4,2,3,2,4,2,3,4,2,2,5,3,2,3,2,2,1,1,5,3,2,Not At-Risk
HS2026361,3.3,0.79,0.93,0.69,0.66,0.78,Sometimes,27-29 years,Male,300,BSc Nursing,Upper-middle income,Rarely (once or twice a semester),No,3-4 hours,5-6 hours,Low risk,3,2,1,4,3,3,3,2,3,3,1,3,3,5,2,2,3,3,4,4,4,2,4,5,5,5,1,4,1,4,3,3,3,2,3,3,3,4,3,3,1,3,Not At-Risk
HS2026362,3.43,0.7,0.8,0.79,0.77,0.7,Rarely,21-23 years,Male,300,BSc Nursing,Low income,Always,Yes - fewer than 10 hours/week,3-4 hours,4-5 hours,Moderate risk,1,3,3,2,2,5,2,3,2,2,3,1,3,4,2,1,1,5,3,3,1,3,4,2,3,3,2,2,3,2,2,5,2,3,2,1,1,4,3,2,3,1,Not At-Risk
HS2026363,3.26,0.93,0.8,0.69,0.99,0.89,Rarely,21-23 years,Male,300,BSc Nursing,Low income,Always,No,More than 4 hours,5-6 hours,Moderate risk,1,1,1,4,5,4,4,3,2,1,2,3,5,3,2,3,5,2,3,5,4,1,4,5,5,5,2,3,1,4,5,4,4,3,2,1,1,2,2,5,3,1,Not At-Risk
HS2026364,2.81,0.9,0.89,0.7,0.8,0.85,Rarely,24-26 years,Female,300,BSc Nursing,Low income,Never,Yes - 10-20 hours/week,2-3 hours,More than 8 hours,Moderate risk,2,3,4,4,2,3,4,4,1,2,3,3,2,4,2,2,4,2,5,1,4,3,2,1,3,2,4,2,4,4,2,3,4,4,1,2,4,3,4,5,4,2,Not At-Risk
HS2026365,2.3,0.6,0.93,0.7,0.83,0.69,Rarely,24-26 years,Male,300,BSc Nursing,Middle income,Sometimes (monthly),Yes - 10-20 hours/week,More than 4 hours,More than 8 hours,Moderate risk,2,1,4,3,2,2,2,3,5,2,3,1,2,5,1,2,1,4,1,3,3,1,4,4,5,2,2,5,4,3,2,2,2,3,5,2,2,2,2,2,4,2,At-Risk
HS2026366,2.81,0.79,0.9,0.9,0.88,0.73,Almost never,21-23 years,Female,300,BSc Nursing,Low income,Always,No,3-4 hours,More than 8 hours,Moderate risk,5,4,4,1,4,3,3,2,3,3,2,5,1,1,1,3,5,3,1,3,3,1,4,4,1,3,4,1,4,1,4,3,3,2,3,3,2,3,2,3,3,5,Not At-Risk
HS2026367,2.67,0.87,0.79,1,0.84,0.69,Sometimes,30-35 years,Female,300,BSc Nursing,Middle income,Sometimes (monthly),No,1-2 hours,6-7 hours,High risk,3,2,1,5,4,3,1,2,3,3,4,5,1,3,5,2,1,4,3,4,4,2,3,3,4,3,3,2,1,5,4,3,1,2,3,3,5,4,2,1,3,3,At-Risk
HS2026368,3.44,0.78,0.67,0.68,0.6,0.68,Sometimes,21-23 years,Female,300,BSc Nursing,Upper-middle income,Never,No,3-4 hours,5-6 hours,Moderate risk,3,4,3,5,2,1,1,2,5,4,4,5,1,2,3,4,3,1,4,5,3,2,3,3,2,2,1,5,3,5,2,1,1,2,5,3,4,2,3,2,2,3,Not At-Risk
HS2026369,3.28,0.99,0.72,0.98,0.98,0.84,Rarely,21-23 years,Female,300,BSc Nursing,Upper-middle income,Never,Yes - fewer than 10 hours/week,3-4 hours,4-5 hours,Low risk,5,4,3,3,3,3,1,3,4,3,5,2,2,1,2,1,4,2,3,4,5,3,5,4,3,4,2,5,3,3,3,3,1,3,4,2,1,4,4,3,1,5,Not At-Risk
HS2026370,2.78,0.88,0.69,0.78,0.57,0.78,Rarely,24-26 years,Female,300,BSc Nursing,Middle income,Rarely (once or twice a semester),No,3-4 hours,6-7 hours,Moderate risk,4,5,1,5,2,1,4,3,4,2,3,4,4,3,5,3,5,4,4,2,2,1,1,1,4,2,5,4,1,5,2,1,4,3,4,3,3,1,3,5,3,4,Not At-Risk
HS2026371,3.35,1,1,0.77,1,0.7,Rarely,30-35 years,Male,300,BSc Nursing,Middle income,Rarely (once or twice a semester),Yes - 10-20 hours/week,1-2 hours,4-5 hours,Low risk,4,2,3,2,4,5,3,5,3,2,2,5,3,2,2,1,5,2,5,1,3,2,2,4,4,1,4,3,3,2,4,5,3,5,3,3,3,2,5,5,3,4,Not At-Risk
HS2026372,2.65,0.89,0.59,0.94,0.86,0.9,Rarely,27-29 years,Male,300,BSc Nursing,High income,Never,Yes - fewer than 10 hours/week,3-4 hours,Less than 4 hours,Very low risk,2,2,3,1,2,4,2,4,1,3,4,2,4,3,4,4,4,1,3,2,3,1,4,3,1,2,1,4,3,1,2,4,2,4,1,4,2,2,5,1,4,2,Not At-Risk
HS2026373,2.43,0.9,0.55,0.95,0.78,1,Almost never,27-29 years,Female,300,BSc Nursing,Low income,Sometimes (monthly),No,3-4 hours,6-7 hours,Low risk,2,3,4,4,2,3,4,3,3,4,4,2,3,2,1,1,2,3,3,3,5,4,5,2,3,2,3,5,4,4,2,3,4,3,3,3,3,2,3,3,4,2,At-Risk
HS2026374,3.02,1,0.96,0.67,0.83,0.79,Sometimes,21-23 years,Female,300,BSc Nursing,Middle income,Never,Yes - fewer than 10 hours/week,2-3 hours,4-5 hours,Low risk,4,1,1,4,4,5,2,2,3,3,2,2,2,3,3,3,5,1,3,1,1,5,1,1,1,3,5,1,1,4,4,5,2,2,3,4,3,2,1,2,3,4,At-Risk
HS2026375,3.43,1,0.59,0.76,0.85,0.96,Sometimes,24-26 years,Female,300,BSc Nursing,Middle income,Always,No,1-2 hours,6-7 hours,High risk,3,5,2,2,3,1,3,3,5,4,3,4,1,3,4,4,2,1,2,1,4,4,1,2,3,4,3,3,2,2,3,1,3,3,5,3,4,3,4,3,5,3,Not At-Risk
HS2026376,2.5,0.7,0.93,1,0.89,0.92,Rarely,27-29 years,Male,300,BSc Nursing,Low income,Always,No,3-4 hours,4-5 hours,High risk,3,2,5,4,2,3,4,2,4,5,5,3,4,5,3,2,1,3,3,4,5,1,4,5,2,4,3,3,5,4,2,3,4,2,4,2,4,1,3,1,4,3,Not At-Risk
HS2026377,2.74,0.69,0.75,1,0.87,1,Rarely,27-29 years,Female,300,BSc Nursing,Middle income,Never,Yes - more than 20 hours/week,1-2 hours,6-7 hours,Very low risk,3,4,3,3,2,2,4,3,4,3,4,3,3,4,5,5,3,5,2,4,3,1,5,5,4,4,3,4,3,3,2,2,4,3,4,5,3,5,4,4,3,3,At-Risk
HS2026378,3.17,0.7,0.57,0.7,0.79,0.89,Rarely,21-23 years,Male,300,BSc Nursing,Upper-middle income,Never,Yes - fewer than 10 hours/week,3-4 hours,4-5 hours,Low risk,1,5,5,2,1,3,3,4,1,2,3,5,3,4,1,3,4,2,2,3,1,2,1,1,2,3,2,2,5,2,1,3,3,4,1,3,1,5,3,2,4,1,Not At-Risk
HS2026379,2.91,0.69,0.89,0.69,0.8,0.92,Rarely,30-35 years,Male,300,BSc Nursing,Low income,Sometimes (monthly),No,3-4 hours,5-6 hours,Low risk,3,2,3,2,1,1,2,5,4,3,4,2,3,2,2,3,3,2,4,4,3,3,5,3,5,1,2,4,3,2,1,1,2,5,4,1,2,1,1,3,1,3,Not At-Risk
HS2026380,3.02,0.79,1,0.7,0.77,0.78,Almost never,27-29 years,Male,300,BSc Nursing,Middle income,Rarely (once or twice a semester),Yes - fewer than 10 hours/week,Less than 1 hour,4-5 hours,Low risk,2,3,4,2,1,3,2,3,4,5,2,2,5,1,4,3,4,4,1,2,4,2,2,4,2,1,3,1,4,2,1,3,2,3,4,3,1,3,2,3,4,2,Not At-Risk
HS2026381,2.37,0.69,0.89,0.69,0.92,0.7,Sometimes,18-20 years,Female,300,BSc Nursing,Upper-middle income,Rarely (once or twice a semester),Yes - fewer than 10 hours/week,1-2 hours,5-6 hours,Moderate risk,3,3,3,3,3,3,4,3,2,2,2,2,3,4,3,2,1,5,1,1,1,4,4,4,1,3,4,3,3,3,3,3,4,3,2,5,2,3,2,1,3,3,At-Risk
HS2026382,2.63,0.7,0.89,0.79,1,0.89,Sometimes,18-20 years,Male,300,BSc Nursing,Middle income,Sometimes (monthly),Yes - fewer than 10 hours/week,2-3 hours,More than 8 hours,Moderate risk,2,3,3,4,5,1,2,2,3,4,2,1,3,3,5,5,3,1,3,1,2,3,2,1,3,4,4,2,3,4,5,1,2,2,3,1,3,3,4,5,2,2,At-Risk
HS2026383,2.81,0.7,0.89,0.69,0.9,0.85,Rarely,21-23 years,Female,300,BSc Nursing,High income,Never,No,1-2 hours,More than 8 hours,Moderate risk,4,5,2,3,2,5,5,1,5,1,3,5,5,2,4,2,2,4,4,4,3,4,4,1,2,1,4,1,2,3,2,5,5,1,5,1,1,1,3,4,1,4,Not At-Risk
HS2026384,2.61,0.9,0.7,1,0.87,0.69,Rarely,21-23 years,Male,300,BSc Nursing,Middle income,Sometimes (monthly),Yes - more than 20 hours/week,3-4 hours,More than 8 hours,Moderate risk,1,3,4,4,3,3,1,3,4,5,3,5,5,5,4,5,3,3,2,5,3,4,1,2,3,3,2,2,4,4,3,3,1,3,4,3,2,1,2,4,2,1,At-Risk
HS2026385,2.89,1,0.77,0.79,0.78,0.73,Rarely,24-26 years,Male,300,BSc Nursing,High income,Never,Yes - more than 20 hours/week,0,6-7 hours,Moderate risk,2,5,2,1,2,3,2,1,4,5,2,1,3,4,5,2,1,4,5,3,5,3,5,4,1,4,1,3,2,1,2,3,2,1,4,1,2,1,1,4,3,2,At-Risk
HS2026386,2.74,0.7,0.79,0.9,1,0.69,Rarely,27-29 years,Male,300,BSc Nursing,Middle income,Sometimes (monthly),No,3-4 hours,5-6 hours,High risk,2,4,1,2,3,2,2,5,4,1,4,2,1,2,1,3,5,4,2,4,3,3,2,4,4,1,3,5,1,2,3,2,2,5,4,5,2,2,2,4,2,2,At-Risk
HS2026387,3.22,0.77,0.69,0.9,0.69,0.68,Almost never,21-23 years,Male,300,BSc Nursing,Middle income,Rarely (once or twice a semester),No,2-3 hours,4-5 hours,Moderate risk,3,2,1,3,2,2,4,2,5,4,3,3,5,2,1,1,2,2,3,5,2,3,1,3,1,1,2,5,1,3,2,2,4,2,5,3,4,5,5,2,5,3,Not At-Risk
HS2026388,2.46,0.79,0.6,0.92,1,0.84,Sometimes,21-23 years,Male,300,BSc Nursing,Middle income,Rarely (once or twice a semester),No,2-3 hours,6-7 hours,Low risk,1,1,3,3,1,3,3,4,1,2,3,3,1,1,2,4,3,1,3,4,4,1,4,2,3,3,1,5,3,3,1,3,3,4,1,3,4,1,2,5,4,1,At-Risk
HS2026389,2.5,0.69,0.79,0.78,0.92,0.78,Sometimes,24-26 years,Female,300,BSc Nursing,Middle income,Rarely (once or twice a semester),Yes - 10-20 hours/week,Less than 1 hour,4-5 hours,Moderate risk,4,5,2,4,4,4,5,1,2,4,3,1,2,4,4,2,2,4,4,2,2,2,3,3,1,5,5,3,2,4,4,4,5,1,2,5,4,2,4,2,5,4,Not At-Risk
HS2026390,2.94,0.78,0.89,0.7,0.95,0.7,Rarely,24-26 years,Male,300,BSc Nursing,Middle income,Rarely (once or twice a semester),No,1-2 hours,Less than 4 hours,Low risk,5,2,3,2,5,4,4,5,2,2,2,1,3,4,3,3,5,1,5,3,3,5,1,1,4,3,4,1,3,2,5,4,4,5,2,4,3,3,3,2,4,5,At-Risk
HS2026391,3,0.99,0.91,0.89,0.85,0.9,Rarely,21-23 years,Female,300,BSc Nursing,Low income,Sometimes (monthly),No,More than 4 hours,6-7 hours,Very low risk,4,5,5,3,1,4,2,2,2,1,3,5,2,4,1,2,3,1,4,1,4,4,4,1,1,2,4,4,5,3,1,4,2,2,2,4,5,2,4,1,5,4,Not At-Risk
HS2026392,2.2,0.88,0.66,0.85,0.9,1,Rarely,30-35 years,Female,300,BSc Nursing,Low income,Often (weekly),No,Less than 1 hour,4-5 hours,Low risk,3,1,3,5,2,3,2,2,4,1,2,3,3,2,4,5,3,4,3,5,4,4,3,3,3,5,5,4,3,5,2,3,2,2,4,3,2,5,5,1,4,3,At-Risk
HS2026393,2.44,1,1,0.69,0.7,0.79,Rarely,21-23 years,Female,300,BSc Nursing,Upper-middle income,Rarely (once or twice a semester),Yes - fewer than 10 hours/week,2-3 hours,6-7 hours,Low risk,3,3,2,4,2,5,1,3,3,4,5,1,5,5,3,4,2,3,4,1,1,2,3,4,3,3,4,3,2,4,2,5,1,3,3,2,3,2,2,3,2,3,Not At-Risk
HS2026394,3.06,0.89,0.79,0.73,0.94,0.96,Almost never,21-23 years,Female,300,BSc Nursing,Low income,Always,No,More than 4 hours,4-5 hours,High risk,3,3,1,2,1,5,5,1,4,5,3,4,1,1,5,2,1,4,1,1,3,1,3,1,3,5,3,4,1,2,1,5,5,1,4,5,3,2,2,2,2,3,Not At-Risk
HS2026395,2.44,0.9,0.7,0.69,0.92,0.92,Sometimes,24-26 years,Female,300,BSc Nursing,Low income,Always,Yes - 10-20 hours/week,1-2 hours,6-7 hours,High risk,3,2,4,1,1,4,2,3,4,4,2,2,1,2,2,4,2,2,2,1,4,3,4,2,1,1,2,3,4,1,1,4,2,3,4,2,3,4,3,1,4,3,At-Risk
HS2026396,2.78,1,0.93,0.68,0.94,1,Sometimes,30-35 years,Male,300,BSc Nursing,Low income,Never,Yes - 10-20 hours/week,1-2 hours,4-5 hours,Very low risk,3,4,5,2,1,3,1,1,5,3,2,2,3,4,3,1,3,4,1,5,5,1,5,4,3,5,3,2,5,2,1,3,1,1,5,3,3,5,1,1,3,3,At-Risk
HS2026397,3.41,1,0.9,0.84,0.86,0.89,Rarely,27-29 years,Male,300,BSc Nursing,Middle income,Sometimes (monthly),No,1-2 hours,5-6 hours,Low risk,5,3,4,2,4,4,3,5,5,3,4,1,5,4,3,2,3,5,1,1,3,5,3,1,3,1,3,1,4,2,4,4,3,5,5,1,3,3,4,3,2,5,Not At-Risk
HS2026398,3.11,0.7,0.6,0.78,0.97,0.93,Rarely,27-29 years,Female,300,BSc Nursing,Low income,Always,No,Less than 1 hour,4-5 hours,Low risk,2,2,4,2,2,3,5,3,3,1,3,2,1,2,2,3,3,4,3,2,1,4,4,2,4,4,5,1,4,2,2,3,5,3,3,4,3,2,3,2,3,2,Not At-Risk
HS2026399,3.46,0.69,0.79,0.7,0.6,0.8,Rarely,21-23 years,Female,300,BSc Nursing,Middle income,Sometimes (monthly),No,1-2 hours,5-6 hours,Low risk,2,2,1,2,4,2,2,4,3,4,3,4,2,2,4,4,2,2,2,2,5,3,4,2,3,5,3,3,1,2,4,2,2,4,3,4,3,2,2,4,1,2,Not At-Risk
HS2026400,3.11,0.7,0.87,0.9,0.9,0.8,Rarely,24-26 years,Female,300,BSc Nursing,Upper-middle income,Never,Yes - fewer than 10 hours/week,1-2 hours,More than 8 hours,Moderate risk,3,1,2,4,5,1,2,4,3,3,3,1,2,5,3,2,3,2,4,4,4,2,4,3,1,3,5,2,2,4,5,1,2,4,3,1,4,5,4,2,3,3,At-Risk
HS2026401,2.93,0.69,0.78,1,0.91,0.89,Almost never,27-29 years,Male,300,BSc Nursing,Upper-middle income,Never,No,1-2 hours,More than 8 hours,Moderate risk,3,4,1,3,4,3,1,3,3,3,3,4,1,2,2,2,4,1,1,3,3,4,4,1,3,3,3,2,1,3,4,3,1,3,3,5,2,5,5,2,2,3,Not At-Risk
HS2026402,2.65,0.79,0.99,0.79,0.76,0.93,Sometimes,27-29 years,Female,300,BSc Nursing,Middle income,Rarely (once or twice a semester),Yes - 10-20 hours/week,1-2 hours,More than 8 hours,Moderate risk,5,5,3,5,3,2,2,1,4,4,4,4,4,1,5,4,3,5,1,1,1,4,3,5,4,5,3,5,3,5,3,2,2,1,4,2,3,2,4,2,3,5,At-Risk
HS2026403,2.56,0.69,0.88,0.96,0.95,0.9,Sometimes,21-23 years,Male,300,BSc Nursing,Middle income,Rarely (once or twice a semester),Yes - fewer than 10 hours/week,1-2 hours,6-7 hours,Moderate risk,1,3,2,4,1,2,3,3,3,3,4,1,5,3,1,5,1,3,2,4,1,2,2,3,4,2,2,3,2,4,1,2,3,3,3,4,5,5,5,1,4,1,Not At-Risk
HS2026404,3.02,0.7,1,0.92,0.91,0.79,Rarely,30-35 years,Male,300,BSc Nursing,High income,Never,No,2-3 hours,5-6 hours,Moderate risk,3,4,3,3,2,4,4,4,1,2,4,5,3,3,3,4,2,5,3,1,2,4,2,3,2,5,3,1,3,3,2,4,4,4,1,4,2,3,3,2,2,3,Not At-Risk
HS2026405,2.94,0.7,0.89,1,0.96,0.67,Rarely,27-29 years,Male,300,BSc Nursing,Low income,Sometimes (monthly),Yes - fewer than 10 hours/week,2-3 hours,4-5 hours,High risk,2,1,4,3,3,2,5,1,2,4,2,4,3,2,4,1,3,3,2,3,1,4,1,5,1,5,3,4,4,3,3,2,5,1,2,4,5,5,5,2,3,2,At-Risk
HS2026406,2.91,0.89,0.9,0.89,1,0.72,Rarely,18-20 years,Female,300,BSc Nursing,Middle income,Never,No,1-2 hours,6-7 hours,Moderate risk,4,1,2,2,3,2,1,5,2,3,3,4,3,3,2,3,1,3,5,3,4,1,5,3,1,3,4,2,2,2,3,2,1,5,2,2,1,3,2,4,2,4,Not At-Risk
HS2026407,3.24,0.85,1,0.92,0.92,0.69,Rarely,18-20 years,Male,300,BSc Nursing,Middle income,Always,No,3-4 hours,4-5 hours,Low risk,1,2,2,3,4,1,3,2,3,3,4,4,2,2,2,2,1,5,1,3,1,3,3,2,5,3,2,3,2,3,4,1,3,2,3,4,4,5,2,2,5,1,Not At-Risk
HS2026408,3,0.69,1,0.78,0.99,1,Almost never,21-23 years,Female,300,BSc Nursing,Low income,Always,Yes - more than 20 hours/week,2-3 hours,Less than 4 hours,Moderate risk,2,2,2,4,3,3,2,5,4,4,5,5,2,4,3,3,3,4,4,5,5,2,4,2,5,5,2,4,2,4,3,3,2,5,4,4,4,1,3,4,1,2,Not At-Risk
HS2026409,2.63,0.73,0.7,0.7,1,0.59,Sometimes,21-23 years,Male,300,BSc Nursing,Middle income,Never,Yes - fewer than 10 hours/week,2-3 hours,6-7 hours,Low risk,3,2,4,5,3,3,2,5,3,2,3,2,3,1,2,2,4,2,3,3,3,3,5,4,3,4,1,2,4,5,3,3,2,5,3,3,3,4,3,3,2,3,Not At-Risk
HS2026410,2.56,0.8,0.69,0.89,0.9,0.55,Sometimes,24-26 years,Male,300,BSc Nursing,Upper-middle income,Never,No,2-3 hours,4-5 hours,Very low risk,3,4,1,5,3,4,4,1,5,4,4,5,3,3,4,2,1,3,1,3,4,3,1,4,3,1,3,2,1,5,3,4,4,1,5,3,3,2,2,1,5,3,Not At-Risk
HS2026411,2.87,0.67,0.7,0.85,0.64,0.96,Rarely,27-29 years,Male,300,BSc Nursing,Low income,Sometimes (monthly),Yes - fewer than 10 hours/week,1-2 hours,6-7 hours,Low risk,2,2,4,2,2,4,1,4,3,2,3,2,3,3,2,3,4,3,4,4,3,3,4,1,4,2,2,3,4,2,2,4,1,4,3,5,4,3,4,2,5,2,Not At-Risk
HS2026412,2.67,0.8,0.69,0.69,0.59,0.59,Rarely,21-23 years,Male,300,BSc Nursing,Middle income,Rarely (once or twice a semester),Yes - fewer than 10 hours/week,1-2 hours,4-5 hours,Low risk,3,1,5,1,2,1,5,5,3,3,3,4,1,2,3,1,1,3,4,3,1,4,2,4,3,4,5,2,5,1,2,1,5,5,3,1,1,4,2,5,4,3,Not At-Risk
HS2026413,2.19,0.75,0.79,0.73,0.95,0.93,Rarely,21-23 years,Male,300,BSc Nursing,Upper-middle income,Rarely (once or twice a semester),Yes - fewer than 10 hours/week,2-3 hours,6-7 hours,High risk,3,3,1,3,3,2,2,3,5,2,3,2,3,3,4,4,4,4,3,4,3,4,3,2,4,3,4,2,1,3,3,2,2,3,5,2,4,4,1,4,3,3,At-Risk
HS2026414,2.87,0.8,0.69,0.69,0.82,0.75,Rarely,24-26 years,Female,300,BSc Nursing,Middle income,Sometimes (monthly),No,2-3 hours,4-5 hours,High risk,1,2,5,4,2,4,2,2,2,3,4,5,2,4,2,3,4,1,3,4,2,3,3,2,3,2,5,2,5,4,2,4,2,2,2,4,3,1,2,1,4,1,At-Risk
HS2026415,2.07,0.78,0.7,0.68,1,0.57,Almost never,24-26 years,Male,300,BSc Nursing,High income,Never,Yes - more than 20 hours/week,2-3 hours,5-6 hours,Very low risk,5,3,2,2,1,4,4,3,1,2,4,1,3,5,2,3,1,5,2,1,2,2,2,2,3,5,3,4,2,2,1,4,4,3,1,5,2,3,2,3,5,5,At-Risk
HS2026416,3.39,0.66,0.7,0.84,0.87,0.89,Sometimes,21-23 years,Female,300,BSc Nursing,Middle income,Sometimes (monthly),Yes - more than 20 hours/week,2-3 hours,4-5 hours,Low risk,5,4,4,3,5,3,4,3,1,5,3,3,2,2,3,4,1,3,2,1,3,4,2,2,1,3,4,1,4,3,5,3,4,3,1,1,1,1,3,5,1,5,Not At-Risk
HS2026417,2.96,0.5,0.9,0.78,0.92,1,Sometimes,30-35 years,Female,300,BSc Nursing,High income,Never,No,1-2 hours,5-6 hours,Low risk,2,3,2,5,5,3,2,3,4,4,3,4,3,3,3,5,2,3,1,2,5,4,5,4,5,5,2,2,2,5,5,3,2,3,4,1,2,3,4,3,3,2,Not At-Risk
HS2026418,2.85,0.63,1,0.7,0.82,0.89,Rarely,21-23 years,Female,300,BSc Nursing,Middle income,Sometimes (monthly),No,Less than 1 hour,More than 8 hours,Low risk,1,4,3,1,4,3,3,3,2,3,1,3,3,3,2,4,3,2,4,3,1,3,3,5,1,2,4,2,3,1,4,3,3,3,2,4,5,2,4,3,3,1,At-Risk
HS2026419,2.69,0.78,0.7,0.9,0.88,0.89,Rarely,21-23 years,Female,300,BSc Nursing,Middle income,Rarely (once or twice a semester),No,2-3 hours,More than 8 hours,Moderate risk,3,4,1,3,2,4,5,3,2,2,3,5,4,2,1,4,2,2,2,4,2,3,4,5,4,1,2,3,1,3,2,4,5,3,2,5,5,4,4,3,4,3,At-Risk
HS2026420,3.48,0.99,0.77,1,0.85,0.89,Rarely,24-26 years,Female,300,BSc Nursing,Middle income,Rarely (once or twice a semester),Yes - 10-20 hours/week,2-3 hours,More than 8 hours,Moderate risk,2,1,5,1,2,1,2,5,1,1,2,4,2,2,3,2,3,2,4,2,2,4,3,3,5,1,5,5,5,1,2,1,2,5,1,1,1,2,3,2,2,2,Not At-Risk
HS2026421,3.43,0.62,0.79,0.79,0.86,0.7,Rarely,30-35 years,Male,300,BSc Nursing,Middle income,Rarely (once or twice a semester),No,1-2 hours,6-7 hours,Moderate risk,3,4,1,3,2,4,2,3,2,5,4,3,2,4,1,1,3,3,3,4,1,3,3,3,4,2,2,3,1,3,2,4,2,3,2,5,3,5,1,2,4,3,Not At-Risk
HS2026422,3.61,0.88,0.69,0.96,0.92,0.77,Almost never,27-29 years,Male,300,BSc Nursing,Middle income,Rarely (once or twice a semester),No,2-3 hours,5-6 hours,Moderate risk,3,2,3,4,5,1,1,2,3,3,2,4,1,1,4,2,4,3,4,3,3,1,2,3,4,2,2,3,3,4,5,1,1,2,3,2,4,2,1,3,1,3,Not At-Risk
HS2026423,3.31,0.6,0.6,0.92,0.85,0.79,Sometimes,27-29 years,Female,300,BSc Nursing,Low income,Sometimes (monthly),No,1-2 hours,4-5 hours,Moderate risk,1,1,3,4,2,1,3,2,4,3,4,3,2,2,3,2,4,2,3,3,3,5,1,3,3,2,5,2,3,4,2,1,3,2,4,4,4,1,3,4,3,1,Not At-Risk
HS2026424,2.65,0.61,0.79,1,1,0.69,Sometimes,21-23 years,Female,300,BSc Nursing,Low income,Often (weekly),Yes - fewer than 10 hours/week,1-2 hours,6-7 hours,High risk,2,3,4,3,2,2,4,4,2,5,1,2,2,2,1,4,2,1,2,1,2,5,1,3,3,5,5,1,4,3,2,2,4,4,2,2,1,3,4,4,2,2,At-Risk
HS2026425,3.02,0.7,0.89,0.89,0.87,0.6,Rarely,24-26 years,Female,300,BSc Nursing,Upper-middle income,Rarely (once or twice a semester),No,1-2 hours,4-5 hours,Moderate risk,1,1,2,4,2,4,3,5,1,5,3,4,1,1,2,3,4,3,3,1,3,2,3,1,2,4,2,4,2,4,2,4,3,5,1,4,1,2,1,4,1,1,Not At-Risk
HS2026426,2.89,0.9,0.91,0.93,1,0.79,Rarely,27-29 years,Male,300,BSc Nursing,Low income,Always,Yes - 10-20 hours/week,2-3 hours,Less than 4 hours,Low risk,1,2,4,2,5,3,2,3,5,2,1,4,2,3,2,4,3,1,4,3,1,3,3,3,2,5,3,2,4,2,5,3,2,3,5,1,2,3,3,2,2,1,Not At-Risk
HS2026427,3.06,1,0.66,0.8,0.88,0.89,Rarely,27-29 years,Female,300,BSc Nursing,Low income,Always,Yes - 10-20 hours/week,1-2 hours,6-7 hours,Moderate risk,2,3,5,4,5,3,5,1,1,5,3,3,3,4,3,2,3,3,1,1,1,4,2,1,1,3,2,3,5,4,5,3,5,1,1,5,4,1,4,1,3,2,Not At-Risk
HS2026428,2.76,0.79,1,0.8,0.8,0.91,Rarely,21-23 years,Male,300,BSc Nursing,Low income,Never,No,More than 4 hours,4-5 hours,Low risk,4,3,3,4,2,4,4,2,3,2,1,4,2,1,3,1,5,1,3,2,3,3,2,2,1,5,1,4,3,4,2,4,4,2,3,2,4,4,1,3,5,4,Not At-Risk
HS2026429,2.59,0.96,0.79,0.89,0.74,0.66,Almost never,30-35 years,Male,300,BSc Nursing,Middle income,Sometimes (monthly),No,2-3 hours,6-7 hours,Very low risk,3,5,1,5,3,5,4,3,2,5,2,3,4,3,1,3,4,3,5,2,4,5,1,4,4,3,2,2,1,5,3,5,4,3,2,1,3,1,1,2,5,3,At-Risk
HS2026430,3.09,0.92,0.7,0.93,1,1,Sometimes,27-29 years,Male,300,BSc Nursing,Low income,Always,No,1-2 hours,4-5 hours,Low risk,2,3,5,2,2,5,3,4,4,3,3,3,3,4,5,3,3,5,3,4,3,5,4,2,1,4,3,3,5,2,2,5,3,4,4,4,2,3,3,1,5,2,Not At-Risk
HS2026431,2.43,1,0.93,0.9,0.91,0.79,Sometimes,18-20 years,Female,300,BSc Nursing,Middle income,Sometimes (monthly),Yes - fewer than 10 hours/week,More than 4 hours,6-7 hours,Low risk,3,1,5,2,3,2,1,4,1,4,2,3,3,3,4,3,2,5,5,1,4,3,4,4,2,4,2,5,5,2,3,2,1,4,1,3,3,1,5,5,3,3,Not At-Risk
